original,converted
A:I,A:maj
A:IV64,D:maj/5
A:V/vi,C#:maj
A:V,E:maj
A:vi,F#:min
A:I64,A:maj/5
A:ii,B:min
A:V6/V,B:maj/3
A:IV6,D:maj/3
A:IV,D:maj
