original,converted
B:V,F#:maj
B:ii7,C#:min7
B:I,B:maj
B:V11/IV,B:9(4)
B:IV,E:maj
B:bVI,G:maj
B:ii7/bVII,B:min7
B:ii7/bVI,A:min7
B:bVII,A:maj
B:Id7,B:7
