original,converted
A:bVII,G:maj
A:IV,D:maj
A:IV6,D:maj/3
A:bIII,C:maj
A:bVII6,G:maj/3
A:i,A:min
A:i7,A:min7
A:bIII+9,"C:aug(b9,b7)"
A:bVI7,F:7
A:bVI,F:maj
