original,converted
C:I,C:maj
C:V7/IV,C:7
C:bVII,Bb:maj
C:V7/V,D:7
F:I,F:maj
F:IV,Bb:maj
F:ii,G:min
F:bVId7,Db:7
F:iv,Bb:min
C:V7,G:7
