original,converted
Bb:V7/ii,G:7
Bb:iii6/V,A:min/b3
Bb:V64,F:maj/5
Bb:V,F:maj
Bb:I,Bb:maj
Bb:V42,F:7/b7
Bb:IV,Eb:maj
Bb:vi,G:min
Bb:V7,F:7
Bb:v7,F:min7
