key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
eb	[0.0, 0.0, 2.0, 12.0, 0.0, 2.0, 6.0, 0.0, 0.0, 0.0, 10.0, 0.0]	0.0	8.0	8.0	1	4	3
Gb	[0.0, 9.5, 0.0, 0.0, 0.0, 3.5, 10.5, 0.0, 2.5, 0.0, 5.5, 0.5]	8.0	16.0	8.0	5	8	3
bb	[0.0, 5.0, 0.0, 0.0, 2.0, 3.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0]	16.0	20.0	4.0	9	10	1
f	[0.0, 0.0, 0.0, 0.0, 1.0, 5.0, 1.0, 0.0, 3.0, 0.0, 1.0, 6.0]	20.0	24.0	4.0	11	12	1
Ab	[4.5, 7.5, 2.0, 21.25, 0.0, 3.5, 1.0, 4.75, 12.25, 0.0, 5.5, 2.5]	24.0	46.0	22.0	13	23	10
ab	[0.0, 0.0, 1.0, 4.0, 1.0, 0.5, 0.0, 0.25, 5.75, 0.0, 1.25, 2.5]	46.0	52.0	6.0	24	26	2
Ab	[2.25, 4.25, 0.0, 13.75, 0.0, 0.5, 0.0, 2.5, 12.75, 0.0, 3.0, 2.75]	52.0	67.0	15.0	27	34	7
eb	[0.0, 0.25, 6.25, 33.5, 0.0, 4.0, 10.25, 0.75, 5.5, 4.0, 36.0, 15.75]	67.0	108.0	41.0	34	55	21
