key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
A	[1.0, 27.0, 22.0, 6.0, 48.5, 4.0, 12.25, 0.5, 14.75, 40.5, 0.0, 19.0]	0.0	63.5	63.5	1	22	21
a	[2.0, 0.0, 1.5, 0.0, 7.0, 0.75, 0.0, 0.25, 2.5, 3.5, 0.0, 0.5]	63.5	69.5	6.0	23	24	1
C	[11.0, 0.0, 8.0, 0.0, 9.5, 6.5, 0.0, 14.5, 0.0, 3.5, 0.0, 4.5]	69.5	87.5	18.0	25	30	5
a	[9.5, 0.0, 0.0, 0.0, 7.0, 5.0, 0.0, 0.0, 3.0, 5.0, 0.0, 4.0]	87.5	99.5	12.0	31	34	3
C	[10.0, 0.0, 0.0, 0.0, 7.5, 0.0, 6.0, 6.0, 6.0, 6.5, 0.0, 2.0]	99.5	111.5	12.0	35	38	3
A	[0.5, 57.5, 48.0, 9.0, 94.0, 10.0, 22.25, 8.5, 23.25, 95.5, 6.0, 35.5]	111.5	215.0	103.5	39	73	34
