Offset	Measure	Beat	Beat Strength	Length	Pitches
0.0	1	1.0	1.0	1.5	['A-4', 'C5', 'E-5']
1.5	1	2.0	0.5	1.0	['A-4', 'C5', 'E-5']
2.5	1	2.67	0.25	0.5	['A-4', 'C5', 'E-5']
3.0	1	3.0	0.5	0.75	['G4', 'B4', 'E-5', 'G5']
3.75	1	3.5	0.125	0.25	['G4', 'B4', 'E-5', 'G5']
4.0	1	3.67	0.25	0.5	['G4', 'B4', 'E-5', 'G5']
4.5	2	1.0	1.0	1.5	['A-4', 'C5', 'E-5']
6.0	2	2.0	0.5	1.5	
7.5	2	3.0	0.5	0.75	['A-4', 'C5', 'E-5']
8.25	2	3.5	0.125	0.25	['C5', 'E-5', 'A-5']
8.5	2	3.67	0.25	0.5	['E-5', 'A-5', 'C6']
9.0	3	1.0	1.0	1.0	['E5', 'G#5', 'B5']
10.0	3	1.67	0.25	0.5	['C#5', 'E5', 'G#5', 'E6']
10.5	3	2.0	0.5	1.0	['E-5', 'G5', 'B-5']
11.5	3	2.67	0.25	0.5	['B-4', 'E-5', 'G5', 'E-6']
12.0	3	3.0	0.5	0.75	['A-4', 'C5', 'F5']
12.75	3	3.5	0.125	0.25	['A-4', 'C5', 'F5']
13.0	3	3.67	0.25	0.5	['G4', 'C5', 'G5']
13.5	4	1.0	1.0	0.75	['F4', 'C5', 'E-5', 'A-5']
14.25	4	1.5	0.125	0.25	['F4', 'B-5']
14.5	4	1.67	0.25	0.5	['E-4', 'A-4', 'F5', 'C6']
15.0	4	2.0	0.5	0.5	['D4', 'A-4', 'C5', 'F5']
15.5	4	2.33	0.25	0.5	['D4', 'F4', 'A-4', 'C5', 'F5']
16.0	4	2.67	0.25	0.5	['D-4', 'G4', 'B-4', 'E-5']
16.5	4	3.0	0.5	0.75	['C4', 'A-4', 'E-5', 'A-5']
17.25	4	3.5	0.125	0.25	['C4', 'A-4', 'C5', 'C6']
17.5	4	3.67	0.25	0.5	['A-3', 'E-4', 'C5', 'E-5', 'A-5', 'E-6']
18.0	5	1.0	1.0	1.5	['G3', 'C4', 'E4', 'G4', 'C5', 'E5', 'G5', 'C6', 'E6', 'G6']
19.5	5	2.0	0.5	0.75	['G4', 'B4', 'F5', 'G5', 'B5', 'D6']
20.25	5	2.5	0.125	0.25	['G4', 'B4', 'E5', 'G5', 'B5', 'E6']
20.5	5	2.67	0.25	0.5	['G4', 'B4', 'D5', 'G5', 'B5', 'F6']
21.0	5	3.0	0.5	1.0	['C4', 'G4', 'C5', 'E5', 'G5', 'C6', 'G6']
22.0	5	3.67	0.25	0.5	
22.5	6	1.0	1.0	0.75	['F4', 'C5', 'F5', 'A-5']
23.25	6	1.5	0.125	0.25	['G4', 'C5', 'F5', 'A-5']
23.5	6	1.67	0.25	0.5	['A-4', 'C5', 'F5', 'A-5']
24.0	6	2.0	0.5	0.75	['B-4', 'E-5', 'G5']
24.75	6	2.5	0.125	0.25	['B-3', 'B-4', 'E-5', 'G5']
25.0	6	2.67	0.25	0.5	['B-3', 'B-4', 'E-5', 'G5']
25.5	6	3.0	0.5	0.75	['B-3', 'A-4', 'C-5', 'E-5', 'F5']
26.25	6	3.5	0.125	0.25	['B-3', 'A-4', 'C-5', 'E-5', 'F5']
26.5	6	3.67	0.25	0.5	['B-3', 'A-4', 'B-4', 'D5', 'F5']
27.0	7	1.0	1.0	1.5	['E-3', 'B-3', 'E-4', 'B-4', 'E-5', 'G5']
28.5	7	2.0	0.5	1.5	['E-3', 'B-3', 'E-4', 'B-4', 'E-5', 'G5']
30.0	7	3.0	0.5	1.5	
31.5	8	1.0	1.0	0.5	['E-2', 'G5', 'B-5']
32.0	8	1.5	0.25	0.5	['E-2', 'A-5', 'C-6']
