key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
Eb	[2.0, 0.0, 5.0, 18.0, 0.0, 4.0, 0.0, 8.0, 8.0, 0.0, 14.0, 0.0]	0.0	16.0	16.0	0	4	4
c	[4.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0]	16.0	23.0	7.0	4	6	2
Eb	[0.5, 0.0, 2.0, 13.0, 0.0, 0.0, 2.0, 5.0, 2.0, 2.0, 11.0, 2.0]	23.0	29.0	6.0	6	8	2
