COMPOSER,COLLECTION (where applicable),SONG NUMBER AND TITLE,HUMAN ANALYSIS,LYRICIST,FIRST TS,FIRST KS,URL
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,11 Aus Tiecks Genoveva,N,Johann Ludwig Tieck,3/4,-4,https://musescore.com/score/5002111
"Reichardt, Louise",Zwölf Deutsche und Italiänische Romantische Gesänge,12 Heymdal (aus Ariels Offenbarungen),N,Achim von Arnim,6/8,2,https://musescore.com/score/5101826
"Reichardt, Louise",Zwölf Gesänge,01 Erinnrung zum Bach,N,[Missing entry],6/8,2,https://musescore.com/score/5087917
"Reichardt, Louise",Zwölf Gesänge,02 Der Sänger geht,N,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,4,https://musescore.com/score/5002130
"Reichardt, Louise",Zwölf Gesänge,03 Nach Sevilla,N,Clemens Brentano,2/4,4,https://musescore.com/score/5046249
"Reichardt, Louise",Zwölf Gesänge,04 Vaters Klage,N,Elwert,6/8,-2,https://musescore.com/score/5001870
"Reichardt, Louise",Zwölf Gesänge,05 Für die Laute componirt,N,Clemens Brentano,6/8,-2,https://musescore.com/score/5001880
"Reichardt, Louise",Zwölf Gesänge,06 Unruhiger Schlaf,N,Achim von Arnim,2/4,-3,https://musescore.com/score/5001911
"Reichardt, Louise",Zwölf Gesänge,07 Volkslied,N,Aus des Knaben Wunderhorn (eds. von Arnim and Brentano),6/8,-1,https://musescore.com/score/5001925
"Reichardt, Louise",Zwölf Gesänge,08 Ein recht Gemüth,N,Achim von Arnim,4/4,-1,https://musescore.com/score/5001930
"Reichardt, Louise",Zwölf Gesänge,09 Der Spinnerin Nachtlied,N,Clemens Brentano,2/4,-4,https://musescore.com/score/5001937
"Reichardt, Louise",Zwölf Gesänge,10 Die Veilchen,N,Adam Oehlenschläger,2/4,1,https://musescore.com/score/5087944
"Reichardt, Louise",Zwölf Gesänge,11 Daphne am Bach,N,Friedrich Leopold zu Stolberg-Stolberg,2/4,-4,https://musescore.com/score/5087973
"Reichardt, Louise",Zwölf Gesänge,12 Aus Novalis Hymnen an die Nacht,N,Novalis (Georg Friedrich Freiherr von Hardenberg),2/2,-3,https://musescore.com/score/5001945
"Reichardt, Louise","Zwölf Gesänge, Op.3",01 Frühlingsblumen,YES,Aus des Knaben Wunderhorn (eds. von Arnim and Brentano),6/8,1,https://musescore.com/score/5001965
"Reichardt, Louise","Zwölf Gesänge, Op.3",02 Der traurige Wanderer,YES,Achim von Arnim,2/4,1,https://musescore.com/score/5061310
"Reichardt, Louise","Zwölf Gesänge, Op.3",03 Die Blume der Blumen,YES,Philipp Otto Runge,6/8,-4,https://musescore.com/score/5001980
"Reichardt, Louise","Zwölf Gesänge, Op.3",04 Wachtelwacht,YES,Aus des Knaben Wunderhorn (eds. von Arnim and Brentano),3/8,-1,https://musescore.com/score/5001994
"Reichardt, Louise","Zwölf Gesänge, Op.3",05 Betteley der Vögel,YES,Aus des Knaben Wunderhorn (eds. von Arnim and Brentano),2/4,1,https://musescore.com/score/5001997
"Reichardt, Louise","Zwölf Gesänge, Op.3",06 Kriegslied des Mays,YES,Achim von Arnim,2/4,3,https://musescore.com/score/5002006
"Reichardt, Louise","Zwölf Gesänge, Op.3",07 Die Wiese,YES,(Aus Herders Volksliedern),6/8,0,https://musescore.com/score/5046362
"Reichardt, Louise","Zwölf Gesänge, Op.3",08 Kaeuzlein,YES,Aus des Knaben Wunderhorn (eds. von Arnim and Brentano),6/8,-2,https://musescore.com/score/5002015
"Reichardt, Louise","Zwölf Gesänge, Op.3",09 Hier liegt ein Spielmann begraben,YES,Aus des Knaben Wunderhorn (von Arnim and Brentano),2/4,2,https://musescore.com/score/5002019
"Reichardt, Louise","Zwölf Gesänge, Op.3",10 Der Mond,N,(Aus des Knaben Wunderhorn),2/4,4,https://musescore.com/score/5061932
"Reichardt, Louise","Zwölf Gesänge, Op.3",11 An Maria (aus Novalis geistlichen Liedern),N,Novalis (Georg Friedrich Freiherr von Hardenberg),4/4,-3,https://musescore.com/score/5002026
"Reichardt, Louise","Zwölf Gesänge, Op.3",12 Duettino,N,Clemens Brentano,6/8,3,https://musescore.com/score/5062143
"Schröter, Corona",25 Lieder,01 Lied der Morgenröte,N,Johann Gottfried Herder (after Volkslieder),4/4,4,https://musescore.com/score/6017264
"Schröter, Corona",25 Lieder,02 Aufmunterung zur Freude,N,Ludwig Heinrich Christoph Hölty,2/4,-2,https://musescore.com/score/6017336
"Schröter, Corona",25 Lieder,03 An Laura,N,Anonymous,3/4,-4,https://musescore.com/score/6019054
"Schröter, Corona",25 Lieder,04 An den Mond,N,"Friedrich Hildebrand, Freiherr von Einsiedel-Scharfenstein",3/4,-3,https://musescore.com/score/6019093
"Schröter, Corona",25 Lieder,05 Der Brautschmuck,N,Johann Gottfried Herder (after Volkslieder),6/8,1,https://musescore.com/score/6019300
"Schröter, Corona",25 Lieder,06 Der kurze Frühling,N,Johann Gottfried Herder (after Luis de Góngora y Argote),2/4,-1,https://musescore.com/score/6021037
"Schröter, Corona",25 Lieder,07 Klage,N,Johann Wolfgang von Goethe,4/4,2,https://musescore.com/score/6022417
"Schröter, Corona",25 Lieder,08 Der Eistanz,N,Johann Gottfried Herder,3/8,2,https://musescore.com/score/6029206
"Schröter, Corona",25 Lieder,09 Manchen langen Tag,N,Anonymous,2/2,-2,https://musescore.com/score/6030396
"Schröter, Corona",25 Lieder,10 Die drei Fragen,N,Johann Gottfried Herder (after Volkslieder),2/2,1,https://musescore.com/score/6030481
"Schröter, Corona",25 Lieder,11 Das Mädchen am Ufer,N,Johann Gottfried Herder (after Volkslieder),2/2,-4,https://musescore.com/score/6111180
"Schröter, Corona",25 Lieder,12 Die Silberquelle,N,Johann Gottfried Herder (after Thomas Carew),2/4,-3,https://musescore.com/score/6039262
"Schröter, Corona",25 Lieder,13 Brautlied,N,Johann Gottfried Herder (after Volkslieder),6/8,-1,https://musescore.com/score/6045936
"Schröter, Corona",25 Lieder,14 Die Liebe,N,Ludwig Heinrich Christoph Hölty,2/4,-3,https://musescore.com/score/6047364
"Schröter, Corona",25 Lieder,15 Der Wassermann,N,Johann Wolfgang von Goethe,2/2,-1,https://musescore.com/score/6047553
"Schröter, Corona",25 Lieder,16 Amor und Bachus,N,"Müller, Friedrich (Maler Müller)  - source: InhaltNr 5255 in ALMA-Datenbank - URL https://www.musenalm.de/bde2inh.php?aid=109",2/4,-1,https://musescore.com/score/6050218
"Schröter, Corona",25 Lieder,17 Der Erlkönig,N,Johann Wolfgang von Goethe,6/8,3,https://musescore.com/score/6050301
"Schröter, Corona",25 Lieder,18 Amor im Tanz,N,Heinrich Albert,2/4,-1,https://musescore.com/score/6050547
"Schröter, Corona",25 Lieder,19 An einer Freundin Geburtstag,N,Anonymous / Unidentified Author ( C. R. ),2/2,-2,https://musescore.com/score/6051638
"Schröter, Corona",25 Lieder,20 Liedchen der Sehnsucht,N,"(Traditional, after Volkslieder)",6/8,-3,https://musescore.com/score/6051719
"Schröter, Corona",25 Lieder,21 Der Winter,N,Anonymous,2/4,1,https://musescore.com/score/6053913
"Schröter, Corona",25 Lieder,22 An eine Blume,N,Johann Gottfried Herder,6/8,-1,https://musescore.com/score/6053984
"Schröter, Corona",25 Lieder,23 Das Mädchen am Ufer,N,Johann Gottfried Herder (after Volkslieder),2/2,-4,https://musescore.com/score/6054087
"Schröter, Corona",25 Lieder,24 Die Wachtel,N,Anonymous,6/8,-1,https://musescore.com/score/6054227
"Schröter, Corona",25 Lieder,25 Jugendlied,N,Johann Wolfgang von Goethe,2/2,1,https://musescore.com/score/6054943
"Schubert, Franz","4 Gesänge aus „Wilhelm Meister“, D.877",1 Mignon und der Harfner,N,Johann Wolfgang von Goethe,2/2,2,https://musescore.com/score/5093434
"Schubert, Franz","4 Gesänge aus „Wilhelm Meister“, D.877",2 Lied der Mignon (Heiss mich nicht reden),N,Johann Wolfgang von Goethe,2/2,1,https://musescore.com/score/4988600
"Schubert, Franz","4 Gesänge aus „Wilhelm Meister“, D.877",3 Lied der Mignon (So lasst mich scheinen),N,Johann Wolfgang von Goethe,3/4,5,https://musescore.com/score/5093748
"Schubert, Franz","4 Gesänge aus „Wilhelm Meister“, D.877",4 Lied der Mignon (Nur wer die Sehnsucht kennt),N,Johann Wolfgang von Goethe,6/8,0,https://musescore.com/score/5093803
"Schubert, Franz","Die schöne Müllerin, D.795",01 Das Wandern,N,Wilhelm Müller,2/4,-2,https://musescore.com/score/5004731
"Schubert, Franz","Die schöne Müllerin, D.795",02 Wohin,N,[Missing entry],2/4,1,https://musescore.com/score/4982535
"Schubert, Franz","Die schöne Müllerin, D.795",03 Halt!,N,Wilhelm Müller,6/8,0,https://musescore.com/score/4985937
"Schubert, Franz","Die schöne Müllerin, D.795",04 Danksagung an den Bach,N,Wilhelm Müller,2/4,1,https://musescore.com/score/4985925
"Schubert, Franz","Die schöne Müllerin, D.795",05 Am Feierabend,N,Wilhelm Müller,6/8,0,https://musescore.com/score/4985924
"Schubert, Franz","Die schöne Müllerin, D.795",06 Der Neugierige,N,Wilhelm Müller,2/4,5,https://musescore.com/score/4985930
"Schubert, Franz","Die schöne Müllerin, D.795",07 Ungeduld,N,Wilhelm Müller,3/4,3,https://musescore.com/score/4985951
"Schubert, Franz","Die schöne Müllerin, D.795",08 Morgengruß,N,Wilhelm Müller,3/4,0,https://musescore.com/score/5025982
"Schubert, Franz","Die schöne Müllerin, D.795",09 Des Müllers Blumen,N,Wilhelm Müller,6/8,3,https://musescore.com/score/4985932
"Schubert, Franz","Die schöne Müllerin, D.795",10 Tränenregen,N,Wilhelm Müller,6/8,3,https://musescore.com/score/5025985
"Schubert, Franz","Die schöne Müllerin, D.795",11 Mein!,N,Wilhelm Müller,2/2,2,https://musescore.com/score/4985938
"Schubert, Franz","Die schöne Müllerin, D.795",12 Pause,YES,Wilhelm Müller,4/4,-2,https://musescore.com/score/4985946
"Schubert, Franz","Die schöne Müllerin, D.795",13 Mit dem grünen Lautenbande,N,Wilhelm Müller,2/4,-2,https://musescore.com/score/4985940
"Schubert, Franz","Die schöne Müllerin, D.795",14 Der Jäger,N,Wilhelm Müller,6/8,-3,https://musescore.com/score/4985927
"Schubert, Franz","Die schöne Müllerin, D.795",15 Eifersucht und Stolz,N,Wilhelm Müller,2/4,-2,https://musescore.com/score/5026236
"Schubert, Franz","Die schöne Müllerin, D.795",16 Die liebe Farbe,N,Wilhelm Müller,2/4,2,https://musescore.com/score/4985935
"Schubert, Franz","Die schöne Müllerin, D.795",17 Die böse Farbe,N,Wilhelm Müller,2/4,5,https://musescore.com/score/4985934
"Schubert, Franz","Die schöne Müllerin, D.795",18 Trockne Blumen,N,Wilhelm Müller,2/4,1,https://musescore.com/score/4985949
"Schubert, Franz","Die schöne Müllerin, D.795",19 Der Müller und der Bach,N,Wilhelm Müller,3/8,-2,https://musescore.com/score/4985922
"Schubert, Franz","Die schöne Müllerin, D.795",20 Des Baches Wiegenlied,N,Wilhelm Müller,2/2,4,https://musescore.com/score/4985931
"Schubert, Franz",Op.59,1 Du liebst mich nicht,N,August von Platen,3/4,0,https://musescore.com/score/5103323
"Schubert, Franz",Op.59,2 Dass sie hier gewesen,N,Friedrich Rückert,2/4,0,https://musescore.com/score/4981984
"Schubert, Franz",Op.59,3 Du bist die Ruh,YES,Friedrich Rückert,3/8,-3,https://musescore.com/score/4919879
"Schubert, Franz",Op.59,4 Lachen und Weinen,N,Friedrich Rückert,2/4,-4,https://musescore.com/score/4982491
"Schubert, Franz",Op.60,"1 Greisengesang, D.778",N,Friedrich Rückert,2/2,2,https://musescore.com/score/4982505
"Schubert, Franz",Op.60,"2 Dithyrambe, D.801",N,Friedrich Schiller,6/8,3,https://musescore.com/score/4982465
"Schubert, Franz","Schwanengesang, D.957",01 Liebesbotschaft,YES,Ludwig Rellstab,2/4,1,https://musescore.com/score/5077744
"Schubert, Franz","Schwanengesang, D.957",02 Kriegers Ahnung,YES,Ludwig Rellstab,3/4,-3,https://musescore.com/score/4986000
"Schubert, Franz","Schwanengesang, D.957",03 Frühlingssehnsucht,YES,Ludwig Rellstab,2/4,-2,https://musescore.com/score/4985999
"Schubert, Franz","Schwanengesang, D.957",04 Ständchen,YES,Ludwig Rellstab,3/4,-1,https://musescore.com/score/5004835
"Schubert, Franz","Schwanengesang, D.957",05 Aufenthalt,YES,Ludwig Rellstab,2/4,1,https://musescore.com/score/4985990
"Schubert, Franz","Schwanengesang, D.957",06 In der Ferne,YES,Ludwig Rellstab,3/4,2,https://musescore.com/score/4985987
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,YES,Ludwig Rellstab,4/4,-3,https://musescore.com/score/4978506
"Schubert, Franz","Schwanengesang, D.957",08 Der Atlas,YES,Heinrich Heine,3/4,-2,https://musescore.com/score/4985985
"Schubert, Franz","Schwanengesang, D.957",09 Ihr Bild,YES,Heinrich Heine,2/2,-5,https://musescore.com/score/4985984
"Schubert, Franz","Schwanengesang, D.957",10 Das Fischermädchen,YES,Heinrich Heine,6/8,-4,https://musescore.com/score/5098612
"Schubert, Franz","Schwanengesang, D.957",11 Die Stadt,YES,Heinrich Heine,3/4,-3,https://musescore.com/score/4985973
"Schubert, Franz","Schwanengesang, D.957",12 Am Meer,YES,Heinrich Heine,2/2,0,https://musescore.com/score/4985965
"Schubert, Franz","Schwanengesang, D.957",13 Der Doppelgänger,YES,Heinrich Heine,3/4,2,https://musescore.com/score/4985964
"Schubert, Franz","Schwanengesang, D.957",14 Die Taubenpost,YES,Johann Gabriel Seidl,2/2,1,https://musescore.com/score/4985962
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,YES,Wilhelm Müller,2/4,-1,https://musescore.com/score/5015378
"Schubert, Franz","Winterreise, D.911",02 Die Wetterfahne,YES,Wilhelm Müller,6/8,0,https://musescore.com/score/5015435
"Schubert, Franz","Winterreise, D.911",03 Gefror’ne Thränen,YES,Wilhelm Müller,2/2,-4,https://musescore.com/score/5015499
"Schubert, Franz","Winterreise, D.911",04 Erstarrung,YES,Wilhelm Müller,4/4,-3,https://musescore.com/score/5015573
"Schubert, Franz","Winterreise, D.911",05 Der Lindenbaum,YES,Wilhelm Müller,3/4,4,https://musescore.com/score/5016466
"Schubert, Franz","Winterreise, D.911",06 Wasserfluth,YES,Wilhelm Müller,3/4,3,https://musescore.com/score/5016512
"Schubert, Franz","Winterreise, D.911",07 Auf dem Flusse,YES,Wilhelm Müller,2/4,1,https://musescore.com/score/5015410
"Schubert, Franz","Winterreise, D.911",08 Rückblick,YES,Wilhelm Müller,3/4,-2,https://musescore.com/score/5015521
"Schubert, Franz","Winterreise, D.911",09 Irrlicht,YES,Wilhelm Müller,3/8,2,https://musescore.com/score/5023438
"Schubert, Franz","Winterreise, D.911",10 Rast (Spätere Fassung),YES,Wilhelm Müller,2/4,-3,https://musescore.com/score/5023517
"Schubert, Franz","Winterreise, D.911",11 Frühlingstraum,YES,Wilhelm Müller,6/8,3,https://musescore.com/score/5023603
"Schubert, Franz","Winterreise, D.911",12 Einsamkeit (Urspruengliche Fassung),YES,Wilhelm Müller,2/4,2,https://musescore.com/score/5023662
"Schubert, Franz","Winterreise, D.911",13 Die Post,YES,Wilhelm Müller,6/8,-3,https://musescore.com/score/5007176
"Schubert, Franz","Winterreise, D.911",14 Der greise Kopf,YES,Wilhelm Müller,3/4,-3,https://musescore.com/score/5007178
"Schubert, Franz","Winterreise, D.911",15 Die Kraehe,YES,Wilhelm Müller,2/4,-3,https://musescore.com/score/5007179
"Schubert, Franz","Winterreise, D.911",16 Letzte Hoffnung,YES,Wilhelm Müller,3/4,-3,https://musescore.com/score/5007180
"Schubert, Franz","Winterreise, D.911",17 Im Dorfe,YES,Wilhelm Müller,12/8,2,https://musescore.com/score/5007181
"Schubert, Franz","Winterreise, D.911",18 Der stuermische Morgen,YES,Wilhelm Müller,4/4,-1,https://musescore.com/score/5007182
"Schubert, Franz","Winterreise, D.911",19 Täuschung,YES,Wilhelm Müller,6/8,3,https://musescore.com/score/5009833
"Schubert, Franz","Winterreise, D.911",20 Der Wegweiser,YES,Wilhelm Müller,2/4,-2,https://musescore.com/score/5009900
"Schubert, Franz","Winterreise, D.911",21 Das Wirthshaus,YES,Wilhelm Müller,4/4,-1,https://musescore.com/score/5013945
"Schubert, Franz","Winterreise, D.911",22 Muth,YES,Wilhelm Müller,2/4,0,https://musescore.com/score/5013969
"Schubert, Franz","Winterreise, D.911",23 Die Nebensonnen,YES,Wilhelm Müller,3/4,3,https://musescore.com/score/5014002
"Schubert, Franz","Winterreise, D.911",24 Der Leiermann (Spätere Fassung),YES,Wilhelm Müller,3/4,0,https://musescore.com/score/5014023
"Schubert, Franz", ,"An die Musik, D.547",N,Franz von Schober,2/2,2,https://musescore.com/score/6180725
"Schubert, Franz", ,"Das Rosenband, D.280",N,Friedrich Gottlieb Klopstock,2/2,-4,https://musescore.com/score/5946872
"Schubert, Franz", ,"Ständchen, D.889",N,William Shakespeare,6/8,0,https://musescore.com/score/5133353
"Schumann, Clara","6 Lieder, Op.13",1 Ich stand in dunklen Träumen,YES,Heinrich Heine,3/4,-3,https://musescore.com/score/5133602
"Schumann, Clara","6 Lieder, Op.13",2 Sie liebten sich beide,YES,Heinrich Heine,6/8,-2,https://musescore.com/score/5125680
"Schumann, Clara","6 Lieder, Op.13",3 Liebeszauber,YES,Emanuel Geibel,4/4,-3,https://musescore.com/score/5126774
"Schumann, Clara","6 Lieder, Op.13",4 Der Mond kommt still gegangen,N,Emanuel Geibel,6/8,-5,https://musescore.com/score/5126921
"Schumann, Clara","6 Lieder, Op.13",5 Ich hab’ in Deinem Auge,N,Friedrich Rückert,3/4,-4,https://musescore.com/score/5130351
"Schumann, Clara","6 Lieder, Op.13",6 Die stille Lotosblume,YES,Emanuel Geibel,3/4,-4,https://musescore.com/score/5130634
"Schumann, Clara","6 Lieder, Op.23","1 Was weinst du, Blümlein",N,Hermann Rollett,2/4,3,https://musescore.com/score/5133647
"Schumann, Clara","6 Lieder, Op.23",2 An einem lichten Morgen,N,Hermann Rollett,4/4,-1,https://musescore.com/score/5133773
"Schumann, Clara","6 Lieder, Op.23",3 Geheimes Flüstern hier und dort,N,Hermann Rollet,3/8,-5,https://musescore.com/score/5134987
"Schumann, Clara","6 Lieder, Op.23",4 Auf einem grünen Hügel,YES,Hermann Rollet,2/4,0,https://musescore.com/score/5142672
"Schumann, Clara","6 Lieder, Op.23","5 Das ist ein Tag, der klingen mag",N,Hermann Rollett,6/8,2,https://musescore.com/score/5142714
"Schumann, Clara","6 Lieder, Op.23","6 O Lust, o Lust",N,Hermann Rollett,6/8,-3,https://musescore.com/score/5142768
"Schumann, Clara","Lieder, Op.12",02 Er ist gekommen in Sturm und Regen,N,Friedrich Rückert,4/4,-4,https://musescore.com/score/5187781
"Schumann, Clara","Lieder, Op.12",04 Liebst du um Schönheit,YES,Friedrich Rückert,4/4,-5,https://musescore.com/score/5000397
"Schumann, Clara","Lieder, Op.12",11 Warum willst du And’re fragen,N,Friedrich Rückert,3/4,-4,https://musescore.com/score/5197231
"Schumann, Clara", ,Die gute Nacht,YES,Friedrich Rückert,3/4,2,https://musescore.com/score/5000388
"Schumann, Clara", ,Lorelei,N,Heinrich Heine,12/8,-2,https://musescore.com/score/4919673
"Schumann, Robert","Dichterliebe, Op.48",01 Im wunderschönen Monat Mai,YES,Heinrich Heine,2/4,3,https://musescore.com/score/4976777
"Schumann, Robert","Dichterliebe, Op.48",02 Aus meinen Tränen sprießen,YES,Heinrich Heine,2/4,3,https://musescore.com/score/4976769
"Schumann, Robert","Dichterliebe, Op.48","03 Die Rose, die Lilie",YES,Heinrich Heine,2/4,2,https://musescore.com/score/4976849
"Schumann, Robert","Dichterliebe, Op.48",04 Wenn ich in deine Augen seh’,YES,Heinrich Heine,3/4,1,https://musescore.com/score/4978368
"Schumann, Robert","Dichterliebe, Op.48",05 Ich will meine Seele tauchen,YES,Heinrich Heine,2/4,2,https://musescore.com/score/4978373
"Schumann, Robert","Dichterliebe, Op.48","06 Im Rhein, im heiligen Strome",YES,Heinrich Heine,2/2,1,https://musescore.com/score/4978379
"Schumann, Robert","Dichterliebe, Op.48",07 Ich grolle nicht,YES,Heinrich Heine,4/4,0,https://musescore.com/score/4978382
"Schumann, Robert","Dichterliebe, Op.48",08 Und wüssten’s die Blumen,YES,Heinrich Heine,2/4,0,https://musescore.com/score/4978387
"Schumann, Robert","Dichterliebe, Op.48",09 Das ist ein Flöten und Geigen,YES,Heinrich Heine,3/8,-1,https://musescore.com/score/4978390
"Schumann, Robert","Dichterliebe, Op.48",10 Hör’ ich das Liedchen klingen,YES,Heinrich Heine,2/4,-2,https://musescore.com/score/5003150
"Schumann, Robert","Dichterliebe, Op.48",11 Ein Jüngling liebt ein Mädchen,YES,Heinrich Heine,2/4,-3,https://musescore.com/score/4978393
"Schumann, Robert","Dichterliebe, Op.48",12 Am leuchtenden Sommermorgen,YES,Heinrich Heine,6/8,-2,https://musescore.com/score/4978395
"Schumann, Robert","Dichterliebe, Op.48",13 Ich hab’ im Traum geweinet,YES,Heinrich Heine,6/8,-6,https://musescore.com/score/4978396
"Schumann, Robert","Dichterliebe, Op.48",14 Allnächtlich im Traume,YES,Heinrich Heine,2/4,5,https://musescore.com/score/4978397
"Schumann, Robert","Dichterliebe, Op.48",15 Aus alten Märchen winkt es,YES,Heinrich Heine,6/8,4,https://musescore.com/score/4978398
"Schumann, Robert","Dichterliebe, Op.48","16 Die alten, bösen Lieder",YES,Heinrich Heine,4/4,4,https://musescore.com/score/4978400
"Schumann, Robert","Frauenliebe und Leben, Op.42",1 Seit ich ihn gesehen,YES,Adelbert von Chamisso,3/4,-2,https://musescore.com/score/4978468
"Schumann, Robert","Frauenliebe und Leben, Op.42","2 Er, der Herrlichste von allen",N,Adelbert von Chamisso,4/4,-3,https://musescore.com/score/4978478
"Schumann, Robert","Frauenliebe und Leben, Op.42",3 Ich kann’s nicht fassen,YES,Adelbert von Chamisso,3/8,-3,https://musescore.com/score/4978485
"Schumann, Robert","Frauenliebe und Leben, Op.42",4 Du Ring an meinem Finger,N,Adelbert von Chamisso,4/4,-3,https://musescore.com/score/4978488
"Schumann, Robert","Frauenliebe und Leben, Op.42","5 Helft mir, ihr Schwestern",N,Adelbert von Chamisso,4/4,-2,https://musescore.com/score/4978491
"Schumann, Robert","Frauenliebe und Leben, Op.42","6 Süsser Freund, du blickest",N,Adelbert von Chamisso,4/4,1,https://musescore.com/score/4978494
"Schumann, Robert","Frauenliebe und Leben, Op.42",7 An meinem Herzen,N,Adelbert von Chamisso,6/8,2,https://musescore.com/score/4978496
"Schumann, Robert","Frauenliebe und Leben, Op.42",8 Nun hast du mir den ersten Schmerz getan,N,Adelbert von Chamisso,4/4,-1,https://musescore.com/score/4978501
"Schumann, Robert","Liederkreis, Op.39",01 In der Fremde [I],N,Joseph von Eichendorff,4/4,3,https://musescore.com/score/5080752
"Schumann, Robert","Liederkreis, Op.39",02 Intermezzo,N,Joseph von Eichendorff,2/4,3,https://musescore.com/score/4987618
"Schumann, Robert","Liederkreis, Op.39",03 Waldesgespräch,N,Joseph von Eichendorff,3/4,4,https://musescore.com/score/4987626
"Schumann, Robert","Liederkreis, Op.39",04 Die Stille,N,Joseph von Eichendorff,6/8,1,https://musescore.com/score/4987633
"Schumann, Robert","Liederkreis, Op.39",05 Mondnacht,N,Joseph von Eichendorff,3/8,4,https://musescore.com/score/4987640
"Schumann, Robert","Liederkreis, Op.39",06 Schöne Fremde,N,Joseph von Eichendorff,4/4,5,https://musescore.com/score/4987650
"Schumann, Robert","Liederkreis, Op.39",07 Auf einer Burg,N,Joseph von Eichendorff,4/4,0,https://musescore.com/score/4987658
"Schumann, Robert","Liederkreis, Op.39",08 In der Fremde [II],N,Joseph von Eichendorff,2/4,0,https://musescore.com/score/4987661
"Schumann, Robert","Liederkreis, Op.39",09 Wehmuth,N,Joseph von Eichendorff,3/4,4,https://musescore.com/score/4987664
"Schumann, Robert","Liederkreis, Op.39",10 Zwielicht,N,Joseph von Eichendorff,4/4,1,https://musescore.com/score/4987672
"Schumann, Robert","Liederkreis, Op.39",11 Im Walde,N,Joseph von Eichendorff,6/8,3,https://musescore.com/score/5003122
"Schumann, Robert","Liederkreis, Op.39",12 Frühlingsnacht,N,Joseph von Eichendorff,2/4,6,https://musescore.com/score/4987677
"Somervell, Arthur",A Shropshire Lad,"01 Loveliest of Trees, the Cherry now",N,A. E. Housman,4/4,4,https://musescore.com/score/6210838
"Somervell, Arthur",A Shropshire Lad,02 When I was one-and-twenty,N,A. E. Housman,2/4,5,https://musescore.com/score/6210961
"Somervell, Arthur",A Shropshire Lad,10 The Lads in their hundreds,N,A E Housman,15/8,-4,https://musescore.com/score/6222828
"Strauss, Richard","4 Lieder, Op.27","1 Ruhe, meine Seele!",N,"Henckell, Karl",4/4,0,https://musescore.com/score/6183554
"Strauss, Richard","4 Lieder, Op.27",2 Cäcilie,N,"Hart, Heinrich",4/4,4,https://musescore.com/score/6199572
"Strauss, Richard","4 Lieder, Op.27",3 Heimliche Aufforderung,N,"Mackay, John Henry",6/8,-2,https://musescore.com/score/6199576
"Strauss, Richard","4 Lieder, Op.27",4 Morgen!,N,"Mackay, John henry",4/4,1,https://musescore.com/score/6199578
"Sullivan, Arthur", ,The Lost Chord,N,Adelaide A. Proctor,4/4,-1,https://musescore.com/score/6205441
"Viardot, Pauline","6 Mélodies, VWV 1133-11371176","1 À la Fontaine, VWV 1133",N,Eugène Hubert,2/4,2,https://musescore.com/score/5978033
"Viardot, Pauline","6 Mélodies, VWV 1133-11371176","2 Belle Yoli, VWV 1134",N,Roger de Beauvoir,3/4,4,https://musescore.com/score/5988382
"Viardot, Pauline","6 Mélodies, VWV 1133-11371176","3 Ici-bas tous les lilas meurent, VWV 1176",N,Sully Prudhomme,3/4,-1,https://musescore.com/score/5979580
"Viardot, Pauline","6 Mélodies, VWV 1133-11371176","4 Sérénade à Rosine, VWV 1137",N,Louis Pomey,2/4,-1,https://musescore.com/score/5989772
"Viardot, Pauline","6 Mélodies, VWV 1133-11371176","5 Madrid, VWV 1136",N,Alfred de Musset,3/4,-1,https://musescore.com/score/5974308
"Viardot, Pauline","6 Mélodies, VWV 1133-11371176","6 Les filles de Cadix, VWV 1135",N,Alfred de Musset,3/8,2,https://musescore.com/score/5975897
"Wagner, Richard","5 Gedichte für eine Frauenstimme (Wesendonck-Lieder), WWV 91",1 Der Engel,N,Mathilde Wesendonck,4/4,1,https://musescore.com/score/5026068
"Wagner, Richard","5 Gedichte für eine Frauenstimme (Wesendonck-Lieder), WWV 91",2 Stehe still!,N,Mathilde Wesendonk,6/8,-3,https://musescore.com/score/5026077
"Wagner, Richard","5 Gedichte für eine Frauenstimme (Wesendonck-Lieder), WWV 91",3 Im Treibhaus,N,Mathilde Wesendonck,6/8,-1,https://musescore.com/score/5026084
"Wagner, Richard","5 Gedichte für eine Frauenstimme (Wesendonck-Lieder), WWV 91",4 Schmerzen,N,Mathilde Wesendonck,4/4,-3,https://musescore.com/score/5026087
"Wagner, Richard","5 Gedichte für eine Frauenstimme (Wesendonck-Lieder), WWV 91",5 Träume,N,Mathilde Wesendonck,3/4,-4,https://musescore.com/score/5026092
"White, Maude Valérie",3 Little Songs,1 When the Swallows Homeward Fly,N,John Henry Gordon (after Carl Herlosssohn),6/8,-2,https://musescore.com/score/6202466
"White, Maude Valérie",3 Little Songs,2 A Memory,N,Unknown,6/8,-4,https://musescore.com/score/6202530
"White, Maude Valérie",3 Little Songs,3 Let Us Forget,N,Arsène Darmesteter,6/8,-5,https://musescore.com/score/6202660
