key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
D	[0.0, 7.0, 70.0, 0.0, 9.0, 0.0, 19.0, 12.5, 0.5, 28.5, 0.0, 7.5]	0.0	33.0	33.0	1	11	10
f#	[0.0, 55.0, 16.5, 0.0, 0.0, 11.5, 66.5, 2.0, 20.0, 23.5, 0.0, 25.5]	33.0	78.0	45.0	12	26	14
e	[1.0, 0.0, 0.0, 0.0, 29.0, 0.0, 3.0, 14.0, 0.0, 0.0, 0.0, 16.0]	78.0	90.0	12.0	27	30	3
b	[0.0, 2.5, 14.5, 0.0, 0.0, 0.0, 30.5, 0.0, 0.0, 0.0, 0.0, 14.0]	90.0	102.0	12.0	31	34	3
D	[0.0, 27.5, 74.5, 0.0, 35.5, 0.0, 34.0, 37.5, 4.0, 99.0, 7.5, 10.0]	102.0	174.0	72.0	35	59	24
