type,time,duration,original,converted
chord,0.0,4.5,Eb:I,Eb:maj
chord,5.0,1.0,Eb:IV,Ab:maj
chord,6.0,1.0,Eb:V,Bb:maj
chord,7.0,2.0,Eb:I,Eb:maj
chord,9.0,1.0,Eb:IV,Ab:maj
chord,10.0,1.0,Eb:V,Bb:maj
chord,11.0,2.0,Eb:I,Eb:maj
chord,13.0,1.0,Eb:IV,Ab:maj
chord,14.0,1.0,Eb:I,Eb:maj
chord,15.0,1.0,Eb:V,Bb:maj
chord,16.0,1.0,Eb:I,Eb:maj
chord,17.0,1.0,Eb:IV,Ab:maj
chord,18.0,1.0,Eb:V,Bb:maj
chord,19.0,4.0,Eb:I,Eb:maj
chord,23.0,1.0,Eb:IV,Ab:maj
chord,24.0,1.0,Eb:V,Bb:maj
chord,25.0,2.0,Eb:I,Eb:maj
chord,27.0,1.0,Eb:IV,Ab:maj
chord,28.0,1.0,Eb:V,Bb:maj
chord,29.0,2.0,Eb:I,Eb:maj
chord,31.0,1.0,Eb:IV,Ab:maj
chord,32.0,1.0,Eb:I,Eb:maj
chord,33.0,1.0,Eb:V,Bb:maj
chord,34.0,1.0,Eb:I,Eb:maj
chord,35.0,1.0,Eb:IV,Ab:maj
chord,36.0,1.0,Eb:V,Bb:maj
chord,37.0,4.0,Eb:I,Eb:maj
chord,41.0,1.0,Eb:IV,Ab:maj
chord,42.0,1.0,Eb:V,Bb:maj
chord,43.0,2.0,Eb:I,Eb:maj
chord,45.0,1.0,Eb:IV,Ab:maj
chord,46.0,1.0,Eb:V,Bb:maj
chord,47.0,2.0,Eb:I,Eb:maj
chord,49.0,1.0,Eb:IV,Ab:maj
chord,50.0,1.0,Eb:V,Bb:maj
chord,51.0,2.0,Eb:I,Eb:maj
chord,53.0,1.0,Eb:IV,Ab:maj
chord,54.0,1.0,Eb:V,Bb:maj
chord,55.0,2.0,Eb:I,Eb:maj
chord,57.0,1.0,Eb:IV,Ab:maj
chord,58.0,1.0,Eb:I,Eb:maj
chord,59.0,1.0,Eb:V,Bb:maj
chord,60.0,1.0,Eb:I,Eb:maj
chord,61.0,1.0,Eb:IV,Ab:maj
chord,62.0,1.0,Eb:V,Bb:maj
chord,63.0,4.0,Eb:I,Eb:maj
chord,67.0,1.0,Eb:IV,Ab:maj
chord,68.0,1.0,Eb:V,Bb:maj
chord,69.0,2.0,Eb:I,Eb:maj
chord,71.0,1.0,Eb:IV,Ab:maj
chord,72.0,1.0,Eb:V,Bb:maj
chord,73.0,2.0,Eb:I,Eb:maj
chord,75.0,1.0,Eb:IV,Ab:maj
chord,76.0,1.0,Eb:V,Bb:maj
chord,77.0,2.0,Eb:I,Eb:maj
chord,79.0,1.0,Eb:IV,Ab:maj
chord,80.0,1.0,Eb:V,Bb:maj
chord,81.0,1.0,Eb:I,Eb:maj
key,0.0,81.5,Eb,Eb:major
