type,time,duration,original,converted
chord,0.0,0.5,Eb:I,Eb:maj
chord,1.0,1.0,Eb:IV64,Ab:maj/5
chord,2.0,1.0,Eb:Vs4,"Bb:(*3,4,*5)"
chord,3.0,1.0,Eb:IV64,Ab:maj/5
chord,4.0,1.0,Eb:I,Eb:maj
chord,5.0,1.0,Eb:IV,Ab:maj
chord,6.0,1.0,Eb:V6,Bb:maj/3
chord,7.0,1.0,Eb:iii,G:min
chord,8.0,1.0,Eb:vi,C:min
chord,9.0,1.0,Eb:vi42,C:min7/b7
chord,10.0,1.0,Eb:V6/V,F:maj/3
chord,11.0,1.0,Eb:IV,Ab:maj
chord,12.0,1.0,Eb:I64,Eb:maj/5
chord,13.0,1.0,Eb:V,Bb:maj
chord,14.0,1.0,Eb:V6/vi,G:maj/3
chord,15.0,1.0,Eb:vi,C:min
chord,16.0,1.0,Eb:I,Eb:maj
chord,17.0,1.0,Eb:ii,F:min
chord,18.0,1.0,Eb:IV,Ab:maj
chord,19.0,2.0,Eb:V,Bb:maj
chord,21.0,1.0,Eb:I,Eb:maj
chord,22.0,1.0,Eb:IV,Ab:maj
chord,23.0,1.0,Eb:V6,Bb:maj/3
chord,24.0,1.0,Eb:iii,G:min
chord,25.0,1.0,Eb:vi,C:min
chord,26.0,1.0,Eb:vi42,C:min7/b7
chord,27.0,1.0,Eb:V6/V,F:maj/3
chord,28.0,1.0,Eb:IV,Ab:maj
chord,29.0,1.0,Eb:I64,Eb:maj/5
chord,30.0,1.0,Eb:V,Bb:maj
chord,31.0,1.0,Eb:V6/vi,G:maj/3
chord,32.0,1.0,Eb:vi,C:min
chord,33.0,1.0,Eb:I,Eb:maj
chord,34.0,1.0,Eb:ii,F:min
chord,35.0,1.0,Eb:IV,Ab:maj
chord,36.0,2.0,Eb:I,Eb:maj
chord,38.0,1.0,Eb:V6,Bb:maj/3
chord,39.0,1.0,Eb:vi,C:min
chord,40.0,1.0,Eb:ii,F:min
chord,41.0,1.0,Eb:IV,Ab:maj
