type,time,duration,original,converted
chord,0.0,1.5,E:R,E:R
chord,2.0,4.0,E:I,E:maj
chord,6.0,1.0,E:ii,F#:min
chord,7.0,1.0,E:V,B:maj
chord,8.0,2.0,E:I,E:maj
chord,10.0,1.0,E:ii,F#:min
chord,11.0,1.0,E:V,B:maj
chord,12.0,2.0,E:V/vi,G#:maj
chord,14.0,2.0,E:V/ii,C#:maj
chord,16.0,2.0,E:V/V,F#:maj
chord,18.0,2.0,E:V,B:maj
chord,20.0,2.0,E:I,E:maj
chord,22.0,2.0,E:vi,C#:min
chord,24.0,2.0,E:IV,A:maj
chord,26.0,2.0,E:V,B:maj
chord,28.0,2.0,E:I,E:maj
chord,30.0,1.0,E:ii,F#:min
chord,31.0,1.0,E:V,B:maj
chord,32.0,2.0,E:I,E:maj
chord,34.0,1.0,E:ii,F#:min
chord,35.0,1.0,E:V,B:maj
chord,36.0,2.0,E:V/vi,G#:maj
chord,38.0,2.0,E:V/ii,C#:maj
chord,40.0,2.0,E:V/V,F#:maj
chord,42.0,2.0,E:V,B:maj
chord,44.0,2.0,E:I,E:maj
chord,46.0,2.0,E:vi,C#:min
chord,48.0,2.0,E:IV,A:maj
chord,50.0,2.0,E:V,B:maj
chord,52.0,2.0,E:I,E:maj
chord,54.0,1.0,E:ii,F#:min
chord,55.0,1.0,E:V,B:maj
chord,56.0,2.0,E:I,E:maj
chord,58.0,1.0,E:ii,F#:min
chord,59.0,1.0,E:V,B:maj
chord,60.0,2.0,E:I,E:maj
chord,62.0,2.0,E:vi,C#:min
chord,64.0,2.0,E:IV,A:maj
chord,66.0,2.0,E:V,B:maj
chord,68.0,2.0,E:R,E:R
chord,70.0,2.0,E:I,E:maj
chord,72.0,2.0,E:vi,C#:min
chord,74.0,2.0,E:IV,A:maj
chord,76.0,2.0,E:V,B:maj
key,0.0,77.5,E,E:major
