type,time,duration,original,converted
chord,0.0,3.5,Db:Vs4,"Ab:(*3,4,*5)"
chord,4.0,0.5,Db:i,Db:min
chord,4.5,0.5,Db:bVII,Cb:maj
chord,5.0,0.5,Db:bVI,Bbb:maj
chord,5.5,0.5,Db:bVII,Cb:maj
chord,6.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,7.0,0.5,Db:V,Ab:maj
chord,7.5,0.5,Db:bVI,Bbb:maj
chord,8.0,0.5,Db:bIII,Fb:maj
chord,8.5,0.5,Db:V,Ab:maj
chord,9.0,0.5,Db:i,Db:min
chord,9.5,0.5,Db:bVI,Bbb:maj
chord,10.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,11.0,1.0,Db:V,Ab:maj
chord,12.0,0.5,Db:i,Db:min
chord,12.5,0.5,Db:bVII,Cb:maj
chord,13.0,0.5,Db:bVI,Bbb:maj
chord,13.5,0.5,Db:bVII,Cb:maj
chord,14.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,15.0,1.0,Db:V,Ab:maj
chord,16.0,0.5,Db:i,Db:min
chord,16.5,0.5,Db:bVII,Cb:maj
chord,17.0,0.5,Db:bVI,Bbb:maj
chord,17.5,0.5,Db:bVII,Cb:maj
chord,18.0,2.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,20.0,0.5,Db:i,Db:min
chord,20.5,0.5,Db:bVII,Cb:maj
chord,21.0,0.5,Db:bVI,Bbb:maj
chord,21.5,0.5,Db:bVII,Cb:maj
chord,22.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,23.0,0.5,Db:V,Ab:maj
chord,23.5,0.5,Db:bVI,Bbb:maj
chord,24.0,0.5,Db:bIII,Fb:maj
chord,24.5,0.5,Db:V,Ab:maj
chord,25.0,0.5,Db:i,Db:min
chord,25.5,0.5,Db:bVI,Bbb:maj
chord,26.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,27.0,1.0,Db:V,Ab:maj
chord,28.0,0.5,Db:i,Db:min
chord,28.5,0.5,Db:bVII,Cb:maj
chord,29.0,0.5,Db:bVI,Bbb:maj
chord,29.5,0.5,Db:bVII,Cb:maj
chord,30.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,31.0,1.0,Db:V,Ab:maj
chord,32.0,0.5,Db:i,Db:min
chord,32.5,0.5,Db:bVII,Cb:maj
chord,33.0,0.5,Db:bVI,Bbb:maj
chord,33.5,0.5,Db:bVII,Cb:maj
chord,34.0,2.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,36.0,3.0,Db:i,Db:min
chord,39.0,0.5,Db:i,Db:min
chord,39.5,0.5,Db:bVI,Bbb:maj
chord,40.0,0.5,Db:bIII,Fb:maj
chord,40.5,0.5,Db:V,Ab:maj
chord,41.0,0.5,Db:i,Db:min
chord,41.5,0.5,Db:bVI,Bbb:maj
chord,42.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,43.0,1.0,Db:V,Ab:maj
chord,44.0,0.5,Db:i,Db:min
chord,44.5,0.5,Db:bVII,Cb:maj
chord,45.0,0.5,Db:bVI,Bbb:maj
chord,45.5,0.5,Db:bVII,Cb:maj
chord,46.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,47.0,1.0,Db:V,Ab:maj
chord,48.0,0.5,Db:i,Db:min
chord,48.5,0.5,Db:bVII,Cb:maj
chord,49.0,0.5,Db:bVI,Bbb:maj
chord,49.5,0.5,Db:bVII,Cb:maj
chord,50.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,51.0,1.0,Db:V,Ab:maj
chord,52.0,0.5,Db:i,Db:min
chord,52.5,0.5,Db:bVII,Cb:maj
chord,53.0,0.5,Db:bVI,Bbb:maj
chord,53.5,0.5,Db:bVII,Cb:maj
chord,54.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,55.0,0.5,Db:V,Ab:maj
chord,55.5,0.5,Db:bVI,Bbb:maj
chord,56.0,0.5,Db:bIII,Fb:maj
chord,56.5,0.5,Db:V,Ab:maj
chord,57.0,0.5,Db:i,Db:min
chord,57.5,0.5,Db:bVI,Bbb:maj
chord,58.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,59.0,1.0,Db:V,Ab:maj
chord,60.0,0.5,Db:i,Db:min
chord,60.5,0.5,Db:bVII,Cb:maj
chord,61.0,0.5,Db:bVI,Bbb:maj
chord,61.5,0.5,Db:bVII,Cb:maj
chord,62.0,1.0,Db:Vs4,"Ab:(*3,4,*5)"
chord,63.0,1.0,Db:V,Ab:maj
chord,64.0,0.5,Db:i,Db:min
chord,64.5,0.5,Db:bVII,Cb:maj
chord,65.0,0.5,Db:bVI,Bbb:maj
chord,65.5,0.5,Db:bVII,Cb:maj
chord,66.0,0.5,Db:i,Db:min
chord,66.5,0.5,Db:bVII,Cb:maj
chord,67.0,0.5,Db:bVI,Bbb:maj
chord,67.5,0.5,Db:bVII,Cb:maj
chord,68.0,0.5,Db:i,Db:min
chord,68.5,0.5,Db:bVII,Cb:maj
chord,69.0,0.5,Db:bVI,Bbb:maj
chord,69.5,0.5,Db:bVII,Cb:maj
chord,70.0,2.0,Db:bVI,Bbb:maj
chord,72.0,1.0,Db:i,Db:min
key,0.0,72.5,Db,Db:major
