type,time,duration,original,converted
chord,0.0,3.5,Eb:R,Eb:R
chord,4.0,24.0,Eb:i7,Eb:min7
chord,28.0,0.5,Eb:V,Bb:maj
chord,28.5,0.5,Eb:bVIb5,"Cb:(3,b5)"
chord,29.0,0.5,Eb:V,Bb:maj
chord,29.5,0.5,Eb:#IV,A:maj
chord,30.0,1.0,Eb:IV,Ab:maj
chord,31.0,1.0,Eb:Va,Bb:maj
chord,32.0,20.0,Eb:i7,Eb:min7
chord,52.0,0.5,Eb:V,Bb:maj
chord,52.5,0.5,Eb:bVIb5,"Cb:(3,b5)"
chord,53.0,0.5,Eb:V,Bb:maj
chord,53.5,0.5,Eb:#IV,A:maj
chord,54.0,1.0,Eb:IV,Ab:maj
chord,55.0,1.0,Eb:Va,Bb:maj
chord,56.0,4.0,Eb:i7,Eb:min7
chord,60.0,0.5,Eb:V,Bb:maj
chord,60.5,0.5,Eb:bVIb5,"Cb:(3,b5)"
chord,61.0,0.5,Eb:V,Bb:maj
chord,61.5,0.5,Eb:#IV,A:maj
chord,62.0,1.0,Eb:IV,Ab:maj
chord,63.0,1.0,Eb:Va,Bb:maj
chord,64.0,20.0,Eb:i7,Eb:min7
chord,84.0,0.5,Eb:V,Bb:maj
chord,84.5,0.5,Eb:bVIb5,"Cb:(3,b5)"
chord,85.0,0.5,Eb:V,Bb:maj
chord,85.5,0.5,Eb:#IV,A:maj
chord,86.0,1.0,Eb:IV,Ab:maj
chord,87.0,1.0,Eb:Va,Bb:maj
chord,88.0,24.0,Eb:i7,Eb:min7
key,0.0,111.5,Eb,Eb:major
