type,time,duration,original,converted
chord,0.0,0.5,C:i,C:min
chord,1.0,0.5,C:iv6,F:min/b3
chord,1.5,0.5,C:V,G:maj
chord,2.0,1.0,C:i,C:min
chord,3.0,0.5,C:iv6,F:min/b3
chord,3.5,0.5,C:V,G:maj
chord,4.0,1.0,C:i,C:min
chord,5.0,0.5,C:iv6,F:min/b3
chord,5.5,0.5,C:V,G:maj
chord,6.0,1.0,C:i,C:min
chord,7.0,0.5,C:iv6,F:min/b3
chord,7.5,0.5,C:V,G:maj
chord,8.0,1.0,C:i,C:min
chord,9.0,0.5,C:iv6,F:min/b3
chord,9.5,0.5,C:V,G:maj
chord,10.0,1.0,C:i,C:min
chord,11.0,0.5,C:iv6,F:min/b3
chord,11.5,0.5,C:V,G:maj
chord,12.0,1.0,C:i,C:min
chord,13.0,0.5,C:iv6,F:min/b3
chord,13.5,0.5,C:V,G:maj
chord,14.0,1.0,C:i,C:min
chord,15.0,0.5,C:iv6,F:min/b3
chord,15.5,0.5,C:V,G:maj
chord,16.0,1.0,C:i,C:min
chord,17.0,1.0,C:bIII,Eb:maj
chord,18.0,1.0,C:bVI,Ab:maj
chord,19.0,1.0,C:V,G:maj
chord,20.0,1.0,C:i,C:min
chord,21.0,1.0,C:bIII,Eb:maj
chord,22.0,1.0,C:bVI,Ab:maj
chord,23.0,1.0,C:V,G:maj
chord,24.0,1.0,C:i,C:min
chord,25.0,1.0,C:bIII,Eb:maj
chord,26.0,1.0,C:bVI,Ab:maj
chord,27.0,1.0,C:V,G:maj
chord,28.0,1.0,C:i,C:min
chord,29.0,1.0,C:bIII,Eb:maj
chord,30.0,1.0,C:bVI,Ab:maj
chord,31.0,1.0,C:V,G:maj
chord,32.0,0.5,C:i,C:min
chord,32.5,0.5,C:bIII,Eb:maj
chord,33.0,0.5,C:bVI,Ab:maj
chord,33.5,0.5,C:V,G:maj
chord,34.0,0.5,C:i,C:min
chord,34.5,0.5,C:bIII,Eb:maj
chord,35.0,0.5,C:bVI,Ab:maj
chord,35.5,0.5,C:V,G:maj
chord,36.0,0.25,C:i,C:min
chord,36.25,0.25,C:bIII,Eb:maj
chord,36.5,0.25,C:bVI,Ab:maj
chord,36.75,0.25,C:V,G:maj
chord,37.0,0.25,C:i,C:min
chord,37.25,0.25,C:bIII,Eb:maj
chord,37.5,0.25,C:bVI,Ab:maj
chord,37.75,0.25,C:V,G:maj
chord,38.0,0.25,C:bVI,Ab:maj
chord,38.25,0.25,C:V,G:maj
chord,38.5,0.25,C:bVI,Ab:maj
chord,38.75,0.25,C:V,G:maj
chord,39.0,0.25,C:bVI,Ab:maj
chord,39.25,0.25,C:V,G:maj
chord,39.5,0.25,C:bVI,Ab:maj
chord,39.75,0.25,C:V,G:maj
chord,40.0,1.0,C:i,C:min
chord,41.0,0.5,C:iv6,F:min/b3
chord,41.5,0.5,C:V,G:maj
chord,42.0,1.0,C:i,C:min
chord,43.0,0.5,C:iv6,F:min/b3
chord,43.5,0.5,C:V,G:maj
chord,44.0,1.0,C:i,C:min
chord,45.0,0.5,C:iv6,F:min/b3
chord,45.5,0.5,C:V,G:maj
chord,46.0,1.0,C:i,C:min
chord,47.0,0.5,C:iv6,F:min/b3
chord,47.5,0.5,C:V,G:maj
chord,48.0,1.0,C:i,C:min
chord,49.0,0.5,C:iv6,F:min/b3
chord,49.5,0.5,C:V,G:maj
chord,50.0,1.0,C:i,C:min
chord,51.0,0.5,C:iv6,F:min/b3
chord,51.5,0.5,C:V,G:maj
chord,52.0,1.0,C:i,C:min
chord,53.0,0.5,C:iv6,F:min/b3
chord,53.5,0.5,C:V,G:maj
chord,54.0,1.0,C:i,C:min
chord,55.0,0.5,C:iv6,F:min/b3
chord,55.5,0.5,C:V,G:maj
chord,56.0,1.0,C:i,C:min
