type,time,duration,original,converted
chord,0.0,9.5,E:R,E:R
chord,10.0,1.0,E:I,E:maj
chord,11.0,1.0,E:bVII,D:maj
chord,12.0,1.0,E:IV,A:maj
chord,13.0,2.0,E:I,E:maj
chord,15.0,1.0,E:bVII,D:maj
chord,16.0,1.0,E:IV,A:maj
chord,17.0,2.0,E:I,E:maj
chord,19.0,1.0,E:bVII,D:maj
chord,20.0,1.0,E:IV,A:maj
chord,21.0,2.0,E:I,E:maj
chord,23.0,1.0,E:bVII,D:maj
chord,24.0,1.0,E:IV,A:maj
chord,25.0,2.0,E:I,E:maj
chord,27.0,2.0,E:V,B:maj
chord,29.0,2.0,E:I,E:maj
chord,31.0,2.0,E:V,B:maj
chord,33.0,3.0,E:I,E:maj
chord,36.0,1.0,E:bVII,D:maj
chord,37.0,1.0,E:IV,A:maj
chord,38.0,2.0,E:I,E:maj
chord,40.0,1.0,E:bVII,D:maj
chord,41.0,1.0,E:IV,A:maj
chord,42.0,2.0,E:I,E:maj
chord,44.0,1.0,E:bVII,D:maj
chord,45.0,1.0,E:IV,A:maj
chord,46.0,2.0,E:I,E:maj
chord,48.0,2.0,E:V,B:maj
chord,50.0,2.0,E:I,E:maj
chord,52.0,2.0,E:V,B:maj
chord,54.0,3.0,E:I,E:maj
chord,57.0,1.0,E:bVII,D:maj
chord,58.0,1.0,E:IV,A:maj
chord,59.0,2.0,E:I,E:maj
chord,61.0,1.0,E:bVII,D:maj
chord,62.0,1.0,E:IV,A:maj
chord,63.0,2.0,E:I,E:maj
chord,65.0,1.0,E:bVII,D:maj
chord,66.0,1.0,E:IV,A:maj
chord,67.0,2.0,E:I,E:maj
chord,69.0,1.0,E:bVII,D:maj
chord,70.0,1.0,E:IV,A:maj
chord,71.0,2.0,E:I,E:maj
chord,73.0,2.0,E:V,B:maj
chord,75.0,2.0,E:I,E:maj
chord,77.0,2.0,E:V,B:maj
chord,79.0,3.0,E:I,E:maj
chord,82.0,1.0,E:bVII,D:maj
chord,83.0,1.0,E:IV,A:maj
chord,84.0,2.0,E:I,E:maj
chord,86.0,1.0,E:bVII,D:maj
chord,87.0,1.0,E:IV,A:maj
chord,88.0,2.0,E:I,E:maj
chord,90.0,1.0,E:bVII,D:maj
chord,91.0,1.0,E:IV,A:maj
chord,92.0,2.0,E:I,E:maj
chord,94.0,1.0,E:bVII,D:maj
chord,95.0,1.0,E:IV,A:maj
chord,96.0,2.0,E:I,E:maj
chord,98.0,2.0,E:V,B:maj
chord,100.0,2.0,E:I,E:maj
chord,102.0,2.0,E:V,B:maj
chord,104.0,3.0,E:I,E:maj
chord,107.0,1.0,E:bVII,D:maj
chord,108.0,1.0,E:IV,A:maj
chord,109.0,2.0,E:I,E:maj
chord,111.0,1.0,E:bVII,D:maj
chord,112.0,1.0,E:IV,A:maj
chord,113.0,2.0,E:I,E:maj
chord,115.0,1.0,E:bVII,D:maj
chord,116.0,1.0,E:IV,A:maj
chord,117.0,2.0,E:I,E:maj
chord,119.0,1.0,E:bVII,D:maj
chord,120.0,1.0,E:IV,A:maj
chord,121.0,2.0,E:I,E:maj
chord,123.0,2.0,E:V,B:maj
chord,125.0,2.0,E:I,E:maj
chord,127.0,2.0,E:V,B:maj
chord,129.0,3.0,E:I,E:maj
chord,132.0,1.0,E:bVII,D:maj
chord,133.0,1.0,E:IV,A:maj
chord,134.0,2.0,E:I,E:maj
chord,136.0,1.0,E:bVII,D:maj
chord,137.0,1.0,E:IV,A:maj
chord,138.0,2.0,E:I,E:maj
chord,140.0,1.0,E:bVII,D:maj
chord,141.0,1.0,E:IV,A:maj
chord,142.0,2.0,E:I,E:maj
chord,144.0,1.0,E:bVII,D:maj
chord,145.0,1.0,E:IV,A:maj
chord,146.0,2.0,E:I,E:maj
chord,148.0,1.0,E:bVII,D:maj
chord,149.0,1.0,E:IV,A:maj
chord,150.0,2.0,E:I,E:maj
chord,152.0,1.0,E:bVII,D:maj
chord,153.0,1.0,E:IV,A:maj
chord,154.0,2.0,E:I,E:maj
chord,156.0,1.0,E:bVII,D:maj
chord,157.0,1.0,E:IV,A:maj
chord,158.0,2.0,E:I,E:maj
chord,160.0,1.0,E:bVII,D:maj
chord,161.0,1.0,E:IV,A:maj
chord,162.0,2.0,E:I,E:maj
chord,164.0,1.0,E:bVII,D:maj
chord,165.0,1.0,E:IV,A:maj
chord,166.0,2.0,E:I,E:maj
chord,168.0,1.0,E:bVII,D:maj
chord,169.0,1.0,E:IV,A:maj
chord,170.0,2.0,E:I,E:maj
chord,172.0,1.0,E:bVII,D:maj
chord,173.0,1.0,E:IV,A:maj
chord,174.0,2.0,E:I,E:maj
chord,176.0,1.0,E:bVII,D:maj
chord,177.0,1.0,E:IV,A:maj
chord,178.0,1.0,E:I,E:maj
key,0.0,178.5,E,E:major
