type,time,duration,original,converted
chord,0.0,5.5,E:I,E:maj
chord,6.0,1.0,E:IV,A:maj
chord,7.0,3.0,E:I,E:maj
chord,10.0,1.0,E:IV,A:maj
chord,11.0,1.0,E:I,E:maj
chord,12.0,1.0,E:V,B:maj
chord,13.0,1.0,E:I,E:maj
chord,14.0,1.0,E:V,B:maj
chord,15.0,1.0,E:I,E:maj
chord,16.0,1.0,E:V,B:maj
chord,17.0,1.0,E:I,E:maj
chord,18.0,1.0,E:IV,A:maj
chord,19.0,1.0,E:V,B:maj
chord,20.0,4.0,E:I,E:maj
chord,24.0,1.0,E:IV,A:maj
chord,25.0,3.0,E:I,E:maj
chord,28.0,1.0,E:IV,A:maj
chord,29.0,1.0,E:I,E:maj
chord,30.0,1.0,E:V,B:maj
chord,31.0,1.0,E:I,E:maj
chord,32.0,1.0,E:V,B:maj
chord,33.0,1.0,E:I,E:maj
chord,34.0,1.0,E:V,B:maj
chord,35.0,1.0,E:I,E:maj
chord,36.0,1.0,E:IV,A:maj
chord,37.0,1.0,E:V,B:maj
chord,38.0,1.0,E:I,E:maj
chord,39.0,1.0,E:IV,A:maj
chord,40.0,1.0,E:V,B:maj
chord,41.0,2.0,E:I,E:maj
chord,43.0,1.0,E:IV,A:maj
chord,44.0,1.0,E:V,B:maj
chord,45.0,3.0,E:I,E:maj
chord,48.0,1.5,F#:I,F#:maj
chord,50.0,1.0,F#:IV,B:maj
chord,51.0,3.0,F#:I,F#:maj
chord,54.0,1.0,F#:IV,B:maj
chord,55.0,1.0,F#:I,F#:maj
chord,56.0,1.0,F#:V,C#:maj
chord,57.0,1.0,F#:I,F#:maj
chord,58.0,1.0,F#:V,C#:maj
chord,59.0,1.0,F#:I,F#:maj
chord,60.0,1.0,F#:V,C#:maj
chord,61.0,1.0,F#:I,F#:maj
chord,62.0,1.0,F#:IV,B:maj
chord,63.0,1.0,F#:V,C#:maj
chord,64.0,4.0,F#:I,F#:maj
chord,68.0,1.0,F#:IV,B:maj
chord,69.0,3.0,F#:I,F#:maj
chord,72.0,1.0,F#:IV,B:maj
chord,73.0,1.0,F#:I,F#:maj
chord,74.0,1.0,F#:V,C#:maj
chord,75.0,1.0,F#:I,F#:maj
chord,76.0,1.0,F#:V,C#:maj
chord,77.0,1.0,F#:I,F#:maj
chord,78.0,1.0,F#:V,C#:maj
chord,79.0,1.0,F#:I,F#:maj
chord,80.0,1.0,F#:IV,B:maj
chord,81.0,1.0,F#:V,C#:maj
chord,82.0,1.0,F#:I,F#:maj
chord,83.0,1.0,F#:IV,B:maj
chord,84.0,1.0,F#:V,C#:maj
chord,85.0,2.0,F#:I,F#:maj
chord,87.0,1.0,F#:IV,B:maj
chord,88.0,1.0,F#:V,C#:maj
chord,89.0,2.0,F#:I,F#:maj
chord,91.0,1.0,F#:IV,B:maj
chord,92.0,1.0,F#:V,C#:maj
chord,93.0,2.0,F#:I,F#:maj
chord,95.0,1.0,F#:IV,B:maj
chord,96.0,1.0,F#:V,C#:maj
chord,97.0,1.0,F#:I,F#:maj
key,0.0,48.0,E,E:major
key,48.0,49.5,F#,F#:major
