type,time,duration,original,converted
chord,0.0,0.5,E:V7,B:7
chord,1.0,4.0,E:Id7,E:7
chord,5.0,2.0,E:IVd7,A:7
chord,7.0,2.0,E:Id7,E:7
chord,9.0,1.0,E:V7,B:7
chord,10.0,1.0,E:IVd7,A:7
chord,11.0,1.0,E:Id7,E:7
chord,12.0,0.25,E:Id7,E:7
chord,12.25,0.25,E:V7,B:7
chord,12.5,0.25,E:V7,B:7
chord,12.75,0.25,E:V7,B:7
chord,13.0,4.0,E:Id7,E:7
chord,17.0,2.0,E:IVd7,A:7
chord,19.0,2.0,E:Id7,E:7
chord,21.0,1.0,E:V7,B:7
chord,22.0,1.0,E:IVd7,A:7
chord,23.0,1.0,E:Id7,E:7
chord,24.0,0.25,E:Id7,E:7
chord,24.25,0.25,E:V7,B:7
chord,24.5,0.25,E:V7,B:7
chord,24.75,0.25,E:V7,B:7
chord,25.0,12.0,E:Id7,E:7
chord,37.0,2.0,E:IVd7,A:7
chord,39.0,2.0,E:Id7,E:7
chord,41.0,1.0,E:V7,B:7
chord,42.0,1.0,E:IVd7,A:7
chord,43.0,1.0,E:Id7,E:7
chord,44.0,0.25,E:Id7,E:7
chord,44.25,0.25,E:V7,B:7
chord,44.5,0.25,E:V7,B:7
chord,44.75,0.25,E:V7,B:7
chord,45.0,4.0,E:Id7,E:7
chord,49.0,2.0,E:IVd7,A:7
chord,51.0,2.0,E:Id7,E:7
chord,53.0,1.0,E:V7,B:7
chord,54.0,1.0,E:IVd7,A:7
chord,55.0,1.0,E:Id7,E:7
chord,56.0,0.25,E:Id7,E:7
chord,56.25,0.25,E:V7,B:7
chord,56.5,0.25,E:V7,B:7
chord,56.75,0.25,E:V7,B:7
chord,57.0,8.0,E:Id7,E:7
key,0.0,64.5,E,E:major
