type,time,duration,original,converted
chord,0.0,0.5,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,1.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,1.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,1.5,0.25,F#:bIII,A:maj
chord,1.75,0.25,F#:IV,B:maj
chord,2.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,3.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,3.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,3.5,0.25,F#:bIII,A:maj
chord,3.75,0.25,F#:IV,B:maj
chord,4.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,5.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,5.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,5.5,0.25,F#:bIII,A:maj
chord,5.75,0.25,F#:IV,B:maj
chord,6.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,7.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,7.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,7.5,0.25,F#:bIII,A:maj
chord,7.75,0.25,F#:IV,B:maj
chord,8.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,9.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,9.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,9.5,0.25,F#:bIII,A:maj
chord,9.75,0.25,F#:IV,B:maj
chord,10.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,11.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,11.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,11.5,0.25,F#:bIII,A:maj
chord,11.75,0.25,F#:IV,B:maj
chord,12.0,1.0,F#:I,F#:maj
chord,13.0,0.5,F#:bVII,E:maj
chord,13.5,0.5,F#:IV,B:maj
chord,14.0,1.0,F#:I,F#:maj
chord,15.0,0.5,F#:bVII,E:maj
chord,15.5,0.5,F#:IV,B:maj
chord,16.0,1.0,F#:I,F#:maj
chord,17.0,0.5,F#:bVII,E:maj
chord,17.5,0.5,F#:IV,B:maj
chord,18.0,2.0,F#:I,F#:maj
chord,20.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,21.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,21.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,21.5,0.25,F#:bIII,A:maj
chord,21.75,0.25,F#:IV,B:maj
chord,22.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,23.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,23.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,23.5,0.25,F#:bIII,A:maj
chord,23.75,0.25,F#:IV,B:maj
chord,24.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,25.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,25.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,25.5,0.25,F#:bIII,A:maj
chord,25.75,0.25,F#:IV,B:maj
chord,26.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,27.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,27.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,27.5,0.25,F#:bIII,A:maj
chord,27.75,0.25,F#:IV,B:maj
chord,28.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,29.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,29.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,29.5,0.25,F#:bIII,A:maj
chord,29.75,0.25,F#:IV,B:maj
chord,30.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,31.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,31.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,31.5,0.25,F#:bIII,A:maj
chord,31.75,0.25,F#:IV,B:maj
chord,32.0,1.0,F#:I,F#:maj
chord,33.0,0.5,F#:bVII,E:maj
chord,33.5,0.5,F#:IV,B:maj
chord,34.0,1.0,F#:I,F#:maj
chord,35.0,0.5,F#:bVII,E:maj
chord,35.5,0.5,F#:IV,B:maj
chord,36.0,1.0,F#:I,F#:maj
chord,37.0,0.5,F#:bVII,E:maj
chord,37.5,0.5,F#:IV,B:maj
chord,38.0,2.0,F#:I,F#:maj
chord,40.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,41.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,41.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,41.5,0.25,F#:bIII,A:maj
chord,41.75,0.25,F#:IV,B:maj
chord,42.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,43.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,43.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,43.5,0.25,F#:bIII,A:maj
chord,43.75,0.25,F#:IV,B:maj
chord,44.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,45.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,45.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,45.5,0.25,F#:bIII,A:maj
chord,45.75,0.25,F#:IV,B:maj
chord,46.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,47.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,47.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,47.5,0.25,F#:bIII,A:maj
chord,47.75,0.25,F#:IV,B:maj
chord,48.0,1.0,F#:I,F#:maj
chord,49.0,0.5,F#:bVII,E:maj
chord,49.5,0.5,F#:IV,B:maj
chord,50.0,1.0,F#:I,F#:maj
chord,51.0,0.5,F#:bVII,E:maj
chord,51.5,0.5,F#:IV,B:maj
chord,52.0,1.0,F#:I,F#:maj
chord,53.0,0.5,F#:bVII,E:maj
chord,53.5,0.5,F#:IV,B:maj
chord,54.0,2.0,F#:I,F#:maj
chord,56.0,1.0,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,57.0,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,57.25,0.25,F#:Id7#9,"F#:(*3,*5,7,#9)"
chord,57.5,0.25,F#:bIII,A:maj
chord,57.75,0.25,F#:IV,B:maj
