type,time,duration,original,converted
chord,0.0,0.3333333333333333,F:I,F:maj
chord,0.3333333333333333,0.3333333333333333,F:IV,Bb:maj
chord,1.0,0.25,F:IV,Bb:maj
chord,1.25,0.25,F:I,F:maj
chord,1.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,1.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,2.0,0.5,F:I,F:maj
chord,2.5,0.5,F:IV,Bb:maj
chord,3.0,0.25,F:IV,Bb:maj
chord,3.25,0.25,F:I,F:maj
chord,3.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,3.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,4.0,0.5,F:I,F:maj
chord,4.5,0.5,F:IV,Bb:maj
chord,5.0,0.25,F:IV,Bb:maj
chord,5.25,0.25,F:I,F:maj
chord,5.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,5.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,6.0,0.5,F:I,F:maj
chord,6.5,0.5,F:IV,Bb:maj
chord,7.0,0.25,F:IV,Bb:maj
chord,7.25,0.25,F:I,F:maj
chord,7.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,7.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,8.0,0.5,F:I,F:maj
chord,8.5,0.5,F:IV,Bb:maj
chord,9.0,0.25,F:IV,Bb:maj
chord,9.25,0.25,F:I,F:maj
chord,9.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,9.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,10.0,0.5,F:I,F:maj
chord,10.5,0.5,F:IV,Bb:maj
chord,11.0,0.25,F:IV,Bb:maj
chord,11.25,0.25,F:I,F:maj
chord,11.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,11.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,12.0,0.5,F:I,F:maj
chord,12.5,0.5,F:IV,Bb:maj
chord,13.0,0.25,F:IV,Bb:maj
chord,13.25,0.25,F:I,F:maj
chord,13.5,0.25,F:V,C:maj
chord,13.75,0.25,F:V,C:maj
chord,14.0,0.5,F:I,F:maj
chord,14.5,0.5,F:IV,Bb:maj
chord,15.0,0.25,F:IV,Bb:maj
chord,15.25,0.25,F:I,F:maj
chord,15.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,15.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,16.0,0.5,F:I,F:maj
chord,16.5,0.5,F:IV,Bb:maj
chord,17.0,0.25,F:IV,Bb:maj
chord,17.25,0.25,F:I,F:maj
chord,17.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,17.75,0.25,F:V+11,"C:aug(4,b7,9)"
chord,18.0,0.5,F:I,F:maj
chord,18.5,0.5,F:IV,Bb:maj
chord,19.0,0.25,F:IV,Bb:maj
chord,19.25,0.25,F:I,F:maj
chord,19.5,0.25,F:V+11,"C:aug(4,b7,9)"
chord,19.75,0.25,F:V+11,"C:aug(4,b7,9)"
