type,time,duration,original,converted
chord,0.0,0.2,E:I,E:maj
chord,0.2,0.2,E:I,E:maj
chord,0.4,0.2,E:I,E:maj
chord,0.6000000000000001,0.2,E:IV,A:maj
chord,1.0,0.25,E:IV,A:maj
chord,1.25,0.25,E:I,E:maj
chord,1.5,0.25,E:I,E:maj
chord,1.75,0.25,E:I,E:maj
chord,2.0,0.25,E:I,E:maj
chord,2.25,0.25,E:I,E:maj
chord,2.5,0.25,E:I,E:maj
chord,2.75,0.25,E:IV,A:maj
chord,3.0,0.25,E:IV,A:maj
chord,3.25,0.25,E:I,E:maj
chord,3.5,0.25,E:I,E:maj
chord,3.75,0.25,E:I,E:maj
chord,4.0,0.25,E:I,E:maj
chord,4.25,0.25,E:I,E:maj
chord,4.5,0.25,E:I,E:maj
chord,4.75,0.25,E:IV,A:maj
chord,5.0,0.25,E:IV,A:maj
chord,5.25,0.25,E:I,E:maj
chord,5.5,0.25,E:I,E:maj
chord,5.75,0.25,E:I,E:maj
chord,6.0,0.25,E:I,E:maj
chord,6.25,0.25,E:I,E:maj
chord,6.5,0.25,E:I,E:maj
chord,6.75,0.25,E:IV,A:maj
chord,7.0,0.25,E:IV,A:maj
chord,7.25,0.25,E:I,E:maj
chord,7.5,0.25,E:I,E:maj
chord,7.75,2.25,E:I,E:maj
chord,10.0,0.25,E:IV,A:maj
chord,10.25,0.25,E:IV,A:maj
chord,10.5,0.25,E:IV,A:maj
chord,10.75,0.25,E:bVII,D:maj
chord,11.0,0.25,E:bVII,D:maj
chord,11.25,0.25,E:IV,A:maj
chord,11.5,0.25,E:IV,A:maj
chord,11.75,0.25,E:IV,A:maj
chord,12.0,2.0,E:I,E:maj
chord,14.0,0.25,E:I,E:maj
chord,14.25,0.25,E:I,E:maj
chord,14.5,0.25,E:I,E:maj
chord,14.75,0.25,E:IV,A:maj
chord,15.0,0.25,E:IV,A:maj
chord,15.25,0.25,E:I,E:maj
chord,15.5,0.25,E:I,E:maj
chord,15.75,2.25,E:I,E:maj
chord,18.0,0.25,E:IV,A:maj
chord,18.25,0.25,E:IV,A:maj
chord,18.5,0.25,E:IV,A:maj
chord,18.75,0.25,E:bVII,D:maj
chord,19.0,0.25,E:bVII,D:maj
chord,19.25,0.25,E:IV,A:maj
chord,19.5,0.25,E:IV,A:maj
chord,19.75,0.25,E:IV,A:maj
chord,20.0,2.0,E:I,E:maj
chord,22.0,0.25,E:I,E:maj
chord,22.25,0.25,E:I,E:maj
chord,22.5,0.25,E:I,E:maj
