chart_id,chart_hex,title,artists,genre,tempo,time_signature,jams
23252,1f589f249d0eb8179a682f6db738abe0897fb76b,Frightened City,Welch Marvin,Rock,185,4/4,1
23253,3e2b52ac683fef87f6cb468a96aa8cc4c744acbb,,,,,,0
23254,b255ea150032cdff65b50b30f68eec6bf5bc450b,"Way You Make Me Feel, The",Jackson Michael,Rock Shuffle,0,4/4,1
23255,1b84e1e4ce8271b6580fd742a3ca58d7859a70f5,Change The World,Eric Clapton (Sims-Kennedy-Kirkpatrick),Blues,99,4/4,1
23256,7ac612dffe16eef028350c7bd8374a528a6526f3,Isn't She Lovely,Wonder Stevie,Pop,0,4/4,1
23257,03da1dc4abf3f651925585b3e552ede93339168d,Cherish The Day,"Sade (Adu, Hale, Matthewman)",Pop,88,4/4,1
23258,7852b0dd0cb14430627050fcd57dbabfca19fa2c,Some Nights,Fun.,Rock Pop,0,4/4,1
23259,9013c961cad6c7a8466f078b5c1601475b5e7b12,,,,,,0
23260,4066f6dcabe9a9555e6b2a1e7611d72c24c145d2,"Circle Game, The",Mitchell Joni,Folk,111,4/4,1
23261,aa7085fb49e50cef927fa6047a996e610137d5e8,,,,,,0
23262,1ea7bf966a8aea37293f7185b007bd364596743b,,,,,,0
23263,98dba779ea868fff4176c1199137599dd2e7efe6,Close To You (They Long To Be),"The Carpenters (Bacharach, David)",Pop,95,4/4,1
23264,067edd35d802f8e1ef967b48ca3808ce6533a7ab,Hey Ho,Lumineers The,Folk Pop,0,4/4,1
23265,247f9311fa569e3e0554f47713a61884796ea47a,Cocaine,Eric Clapton (J.J. Cale),Rock,105,4/4,1
23266,c83a7a8e72cc2231761a4923e83a2416c7a8af5c,"Twist, The",Checker Chubby,Rock Shuffle,0,4/4,1
23267,56f9cf52da213aa337a9c5a8401d76ccefcf4674,Color My World,Chicago (James Pankow),Rock Ballad,54,1/2,1
23268,55c5ee934064f2029cbad2c27a37c28e968d81d3,Epitaph,Crimson King,Rock Ballad,63,4/4,1
23269,1cde8ef595f88abc08351f070682974e933b8a07,,,,,,0
23270,7e37b28aa3b635b91c55f8f0b7a96c1c65910275,Come Away With Me,Jones Norah,Ballad,74,3/4,1
23271,e4a01b5f6a9b20c717d1b8defc1b64a8a9b49ff1,Sleepwalk A-dur,Composer Unknown,Rock Ballad,100,4/4,1
23272,1f293a83f3f7987398a24cf041133df62eb16e46,Your sweet eyes,Johnson Eric,Medium Rock,115,4/4,1
23273,533fddce258d86f1ed6d31b891d7b4de66837ad3,Come Together ,"The Beatles (Lennon, McCartney)",Rock Pop,85,4/4,1
23274,282f38d01dc6774ac951512de37ed189210b439d,,,,,,0
23275,c2376fe7dbe88aa502e55d84f48a3c6449641b09,All By Myself 1,Carmen Eric,Ballad,70,4/4,1
23276,318b4778894f3ac81c63a0912a3897e91c34c1ce,Sweet Caroline,Diamond Neil,Rock,0,4/4,1
23277,1aa8df07afa2cca93c370d8d95871aecc74b1739,Could You Be Loved,Marley Bob,Reggae,97,4/4,1
23278,60d9b452b28580d6a805632d64009d912c808d48,Far from Home,The Gabe Dixon Band,Double Time Shuffle,103,4/4,1
23279,726a557ccce78c6390b4612dc1ce15aa103cbb4b,I Heard It Through The Grapevine,Gaye Marvin,Soul,0,4/4,1
23280,660fe2a9a00fc02cad5f62b08892899235dc29e7,Crazy (Gnarls Barkley),"Gnarls Barkley (Burton, Callaway, Reverberi)",Pop,0,4/4,1
23281,8443b8f00add65180effd86205686f0f340500df,,,,,,0
23282,6025db3a144f58ecca8b63f3c65f869cc85349ee,,,,,,0
23283,1e00ea4d9adee3d8e8088648a7122636758c8e5d,,,,,,0
23284,66ba7b8df2633f6eb02db91bf7c77994a3a757a4,Baby Mine,Composer Unknown,Medium Swing,0,4/4,1
23285,a6baaa76116c07dd331c64b4bd04f8b024313b81,Creep,"Radiohead (Radiohead, Hammond, Hazelwood)",Rock,1,4/4,1
23286,acd911a4531a2c11a225a98f14506f834650dcb3,Dancing In The Dark 1,Springsteen Bruce,Rock,144,4/4,1
23287,f9866e6a1af9c0561cd11547b23a48ca73efa83a,,,,,,0
23288,f451dad8de7492883f41937ce5e19910ff2f43b7,All Right Now (Tom's),Free,Rock,115,4/4,1
23289,e6a4f5ab5ba2029d2f4c6c801fbadf7b99c6230f,Another Year,Choice K's,Rock,115,4/4,1
23290,cd96e52501763c3d444ec4fdfc9a2b72dbf8f385,"Thousand Years, A",Perri Christina,Rock Ballad,0,6/8,1
23291,733c99d3236a9231805b4049bb8e3990645aefa1,Day Is Done,Drake Nick,Folk,125,4/4,1
23292,c7c3077fa8ae618305a110579fc95588f9e3c682,And It Stoned Me,Morrison Van,Medium Swing,98,4/4,1
23293,acaa99b1ac8ea6a22ad61535dff0dbb5cb07cce1,Be Still My Heart,Nergard Silje,Medium Swing,80,4/4,1
23294,013d8d6fc3f70af036158ba2ad95e763fbcb073d,We are the champions (Arr Jm),Queen - Freddy Mercury,Rock,56,4/4,1
23295,8bbc95077d22f7f6f3bf93768e219c383dd1f852,Deacon Blues (Page 1),Steely Dan (Becker-Fagen),Funk Rock,115,4/4,1
23296,53aef1d0c0ba493d1b8916a0e35987978f8f574f,,,,,,0
23297,11486a630c58fffe21c16776cfd25ab1f3fcd864,,,,,,0
23298,0d0ecb4c0c4d28f4796ecd01893b1f0074e61f8a,Fiori Di Maggio,Concato Fabio,Ballad,0,4/4,1
23299,d657dd2ab4e6a45978f4fabfbcdac4b718a00599,Deacon Blues (Page 2),Steely Dan (Becker-Fagen),Funk Rock,0,4/4,1
23300,1b7b6368f4ea2e6c36be23b0535dba1deab2cc12,2016 test,Keith88,Medium Swing,360,4/4,1
23301,927674afeda7a56f086b66b2cffc6f8b2e98a193,Ain't No Cure For Love,Warnes Jennifer,Pop,108,4/4,1
23302,133acb080a7fa670af9213e820839ea219dcccfe,Cat's In The Cradle,"Harry Chapin, Sandra Chapin",Rock Pop,1,4/4,1
23303,485262526822f857207fd4b0819a3e7dfa36e814,Delilah,Tom Jones (Mason-Reed),Waltz,67,6/8,1
23304,ed11e11bf6da6be2a19ff18e8ca531c5429de980,Breakdown,Petty Tom,Medium Swing,98,4/4,1
23305,0d688f7f4581e51f2f5c5dac75caf555077687d5,Don't Go Breaking My Heart,"Elton John and Kiki Dee (John, Taupin)",Pop,129,4/4,1
23306,7411318639c6a6d68343dc4678d73fbe8e4caff9,Bring It On Home To Me,Cooke Sam,Even 8th's,75,6/8,1
23307,faebdd3d1e264349bf4026426646b956ce9f3081,,,,,,0
23308,881a3f991f41988ca79e1d52f114c22318c25b3a,Break Free,Thurmond Kirk,Lucas!,0,4/4,1
23309,d10bd0d01c12e69e6cb2546ad14c60d2ef396ca2,Brown Eyed Girl (Tom's),Morrison Van,Rock,0,4/4,1
23310,fbfffcc688352b3f168eee7c91c0139610d6a82e,Don't Know Why I Didn't Come,Norah Jones(Jessie Harris),Ballad,93,4/4,1
23311,243f0afe4a66ab3973b64360f972d70b77afc83a,You Ought To Know,Thurmond Kirk,Lucas!,0,4/4,1
23312,2d79789e8799b1e33edbfa1b9d0b474e4edafa18,Oh Me Oh My (I'm A Fool For You Baby) (Lulu),Doris Jim,Pop Ballad,0,4/4,1
23313,f9a195757135e7678efc1336d7cb8e787a911277,Don't Let The Sun Go Down On Me,"Elton John (John, Taupin)",Pop,72,4/4,1
23314,e553f976ef84363afe8ec1b89483efcb756328be,Truth,Thurmond Kirk,Lucas!,0,4/4,1
23315,e57ce9759acead265993b52519c59ee3b29bd92b,Wonderful Land,Lordan Jerry,Rock Pop,125,4/4,1
23316,2793b4cd1ad15f63416289fe9e24166cfc03953e,Cocaine,Eric Clapton (J.J. Cale),Rock,105,4/4,1
23317,55f987486899127d76bd434567e45af198a0b80a,Love Somebody,5 Maroon,Rock Pop,0,4/4,1
23318,8946a8af329d479af4d14b5487c55851199c2927,Don't Speak,"No Doubt (Stefani, Stefani)",Pop,81,4/4,1
23319,acb34a91ecad3907982916fc8ae19768c6d7409f,July,Thurmond Kirk,Lucas!,0,1/2,1
23320,ee776f87c0dd333623a453b14787ccf674a80013,Daddy Don't Live In That New York City (Tom's Version),Composer Unknown,Funk,98,4/4,1
23321,acaf53c812d50d11be9aa3c8df2cccfc95009e02,Foot Tapper,"Welch Marvin,",Medium Swing,167,4/4,1
23322,836b9be1b98cbe38ef6f7142148387c454669714,How Low,Thurmond Kirk,Lucas!,0,4/4,1
23323,ec662df24c25e14a9bab3a6b4713808e8ed8a83b,Bring Me To Life,Evanescence,Pop Rock,95,4/4,1
23324,53a73c1da4dccae8649d7052c21a95f33db89cfa,Good Lovin' (Lil Rascals Version),Composer Unknown,Medium Swing,160,4/4,1
23325,8ea20211391d5672ed55ea36e9569bf91e8bfd27,Don't Stop Me Now,Queen (Freddie Mercury),Rock,155,4/4,1
23326,e87386755808a6648a5dc39f5859d81af636cade,Genie With The Light Brown Lamp,Shadows The,Pop,0,4/4,1
23327,da685b4cf831be0080905bd78f6ed9fcaf154164,All In A Vision,Thurmond Kirk,Lucas!,0,4/4,1
23328,8ab00b52222162c7ac73ea9a1552187c9dd5f84c,,,,,,0
23329,7c90824392b88f3905227a6e29d4d8a8985dbd25,Anna 3,Nalepa T.,Rock,73,1/2,1
23330,1be256711d37335bbe9add39ced65e3878200e4b,Don't You Worry 'Bout A Thing,Wonder Stevie,Pop,0,4/4,1
23331,ca487ce03ef9b35d66bef59ed9381ee80248d972,Hey Joe,Hendrix Jimi,Rock,115,4/4,1
23332,99b8f88f5df02ce209bdc6cb15ba5912988f1c07,I Want Yours,Thurmond Kirk,Lucas!,0,4/4,1
23333,26a83183d2001253a1264882f6cde3627d8d41f0,,,,,,0
23334,cfb6da3e64055eb5d9eb1a811c91a0be2c991a0e,Dream Brother,"Jeff Buckley (Buckley, Grondahl, Johnson)",Rock,98,4/4,1
23335,1d37700363d44926963e084adf50824e1d315e68,Easy,The Commodores (Lionel Richie),Pop Ballad,66,4/4,1
23336,fdf31de598ee1d2f4f5f23681e0792008e35f4a3,,,,,,0
23337,6a2032067f763e1bdbf8fb6579541668a46d7b0c,Honky Tonk Women,Composer Unknown,Medium Swing,115,4/4,1
23338,466a9312af2e28cefe663a61dffc681027eda880,,,,,,0
23339,e67f4e8101b6873477352d703f4082b0d2994a69,Coffee And Cig,Thurmond Kirk,Lucas!,0,4/4,1
23340,dea4ab64325e2dad191aebe4c334e388097e13bc,Echoes Part 1,"Pink Floyd (Waters, Wright, Mason, Gilmour)",Rock,68,4/4,1
23341,9ad55ff81b874839792f10f044902bec01b15e96,Badz Dziewczyna Z Moich Marzen 3,Poznakowski Ryszard,Pop,85,4/4,1
23342,ae6a2f54f527a9b0eb1627f653ae40d40dd04d28,House Of The Rising Sun (Tom's),Price Alan,Rock,98,4/4,1
23343,c7f04d2969a9f8715a56dbfda34b66b3fe14fa90,Dancing Like You Do,Thurmond Kirk,Lucas!,0,4/4,1
23344,f1c09d604148a69a709fdecdda75eb69956b2632,Bad moon rising,Creedence Clearwater Revival,Pop,115,4/4,1
23345,2f30f2534268c5a7c098d9a87bb6c3e7b77e7ee5,Eight Days A Week,"The Beatles (Lennon, McCartney)",Rock Pop,145,4/4,1
23346,c759b8b3c2f2a5daa92bf2437ce7092c69735885,I Know You Rider (Tom's Arr),Composer Unknown,Medium Swing,100,4/4,1
23347,44d35e782171bfb6568fd14b8dfc5eeee9f291c7,People Change,Thurmond Kirk,Lucas!,0,2/4,1
23348,3e2f492a4e8ea688eef748cf642cd98adf161e92,Bad moon rising,Creedence Clearwater Revival,Rock,180,1/2,1
23349,2fe3cc54dfd0f74881e3800ca5fa8c0530a7bbed,Barwy Jesieni 2,Krajewski S.,Pop,60,4/4,1
23350,eb31b258b8c88cffab1465acd91929799afa8e4f,Chasing,Thurmond Kirk,Lucas!,0,4/4,1
23351,2f48fbc918983c9903732a3b3d800621dc885ab6,,,,,,0
23352,5ece1ed01863cb822821d02c8e2673533e0af319,Eternal Flame,The Bangles (Steinberg-Kelly-Hoffs),Rock Ballad,83,4/4,1
23353,b133ddba8c63dbc73d734853d60870905dda7be8,Barwy Jesieni 3,Krajewski Seweryn,Pop,80,4/4,1
23354,d36d0f8b0fcaf8897015f2eef7ac1870bb1bf583,Every Breath You Take,The Police (Sting),Pop,0,4/4,1
23355,afae61d2de09f6ca81f23f6a1dc252997a5448cb,,,,,,0
23356,907e9938a0c47dac39768f0d73fe9d4b904ee407,California Blue,R Orbison,Pop,0,4/4,1
23357,1a484a936d28afedd278da9a8a5184b5e6c60467,Light My Fire (Tom's),The Doors,Medium Swing,100,4/4,1
23358,710b0906bfa591cae15b76c406b830bca8f5fe7e,Only Love,Thurmond Kirk,Lucas!,0,4/4,1
23359,fd05f48916ddc558ba2afb0eda115180b80b5a51,Czas Jak Rzeka,NIEMEN,Pop,80,4/4,1
23360,886770dae747ecb4ceb0d793566cd105ec64c723,Everybody Needs Somebody To Love,The Blues Brothers (Berns-Burke-Wexler),Blues,204,4/4,1
23361,166dbcaac88b9f4744338ebdf6825cda4ea85da9,,,,,,0
23362,39ac695d1ad143a43a66d30d6ef336daf155cae9,Little Wing,Composer Unknown,Medium Swing,100,4/4,1
23363,be4f5405a75570630c7b803cb2801063736cf09f,There For Me,Thurmond Kirk,Lucas!,0,4/4,1
23364,429c8ec0647d9f684b1da223232ec55c3248a153,Europa,Santana Carlos,Latin,0,4/4,1
23365,ba394bf0510cd7058a21a8afdc430344581611cf,,,,,,0
23366,91d4f1c08e898045c025b198172852e1d67716ae,Everything I Miss At Home,(Lewis-Jam) Cherrelle,Soul Ballad,89,4/4,1
23367,bf36156a45a4d3ee15b16d0fa0a67283ebfd9531,Girl  The Beatles 1,McCartney Lennon,Pop,90,4/4,1
23368,5d2f73a4fd2d0e64d4c0586a390670ee5967d638,Memphis (Tom's),Berry Chuck,Medium Swing,98,4/4,1
23369,3c1793418155087c7ff0299626ead44df8f9b855,,,,,,0
23370,a20513ecac7c4760af2e1a1afca0d37eff3817e9,Faith,Michael George,Rock Pop,96,4/4,1
23371,65edff1337983bf77fb1d102e0ef0448df4cd617,Goniac Kormorany 4,Woy J.,Pop,90,4/4,1
23372,39ea0a2a27bdc3100b47cf7d5d84b1c01f7fc184,,,,,,0
23373,4ee3e211ef5361bc2e593e623b3e499283fcbf5b,Mercy Mercy Mercy,Zawinul Joe,Funk,0,4/4,1
23374,970be73fcf82d09b41658017935c7174dfdaaacc,,,,,,0
23375,48699e20eadb4bcf81c2a2751caeb723ec04905e,Close To You  - GH3K,"David Bacharach,",Pop,,4/4,1
23376,1e7422bdc7773d928185589cbc657e1dcc2cc7ea,Goralka 2,Ludowa,Pop,95,4/4,1
23377,6614e7e17c4f7dbc3c16d78af8ca818aef842bbb,Close To You  - GH3K 1,"David Bacharach,",Pop,,4/4,1
23378,cc2aad3d3eda6461c844fac1c8df0d6c3bcb3205,,,,,,0
23379,e0a96cb189dd80b744df25cedac5aa477574601f,Fast Car,Chapman Tracy,Folk Rock,99,4/4,1
23380,ccfcea27b3278f79435b7c1456e788523bd8f674,"Hej, Slowiki, Slowiki",Klenczon K.,Pop,80,4/4,1
23381,9c72d3cd8c1274a4e6bfbc619a74b9403b3ba24d,Smooth (Santana Classic),Rob Thomas/Itaal Shur,Cuban Son Montuno 2-3,125,4/4,1
23382,c789d437d7de0590dc6457a1daa6b8564879649b,You To Me Are Everything,Thing Real,Medium Swing,110,4/4,1
23383,b1191b88e8ab1c57b59845c51a507c819b7e2a20,Femme Fatale,The Velvet Underground(Lou Reed),Rock,104,4/4,1
23384,b0fe74b810c4c7371d678ba6f5783375a1f05840,"Hej, Sokoly",Ludowa,Pop,95,4/4,1
23385,ffda59706d13a190bca4dd74865337975d49372d,People Get Ready,Composer Unknown,Rock,80,4/4,1
23386,f89a24560fdfe961fdbf7296959682837befd194,,,,,,0
23387,4c2dd78277b7ebc218ef08386c917314f14a38f4,"Girl Is Mine, The",Jackson Michael,Pop Ballad,85,4/4,1
23388,ea2c0abd7ffa36d7a60a8241c5a2e2dbba55e54e,,,,,,0
23389,1aedb92b140975741b375292242fbb6b87ccedf4,Hey Jude,"The Beatles (Lennon, McCartney)",Rock Pop,80,4/4,1
23390,e968077f69fc275f9f7e9557c720c66c95f537be,Proud Mary (Tom's),Fogarty John,Rock,75,4/4,1
23391,2e07895a5b64e9156d2fa47d3d6e817c521cc4bf,Fifty Ways To Leave Your Lover,Simon Paul,Folk Rock,99,4/4,1
23392,3a1e023706f06c2d9072c6303353a86480fecc9f,Firework ,Perry(Eriksen-Hermansen-Wilhem-Dean) Katy,Pop,122,4/4,1
23393,c8bdf5e44a63a59ef5188eee12376e31ffcb15a4,Rehab,Winehouse Amy,Rock,0,4/4,1
23394,0d33d19f4689b854281b263f25b0988cbd4d0bab,,,,,,0
23395,fb879c5810d68ec91e453bece82aab870e8a35f8,Creepin',Wonder Stevie,Pop Ballad,96,4/4,1
23396,6fc25f03504e06cd91c69fdb5cf7d39398aab6c7,Cara Mia,Lee Lange Tulio Trapani,Rock,0,4/4,1
23397,2961ad0bfc65f3a961768de161ab8b93a20f5afc,,,,,,0
23398,c13d61ad311c9ac4fc221470e5f0e609ec1352d2,Smooth (Tom's),Santana,Latin,115,4/4,1
23399,aa52ac80524ac20ffd39072cbca265697a5fe2b9,,,,,,0
23400,bb8137f4c8ca4f17d28b6d43549245759570a1b6,"First Time Ever I Saw Your Face, The",Roberta Flack (Ewan MacColl),Ballad,65,4/4,1
23401,3b0c1fc0a2a02a39514358fb3e73f69c416edcbe,Spooky (Tom's),Sharpe Mike,Pop,98,4/4,1
23402,6ffd40d78910808c9b299dd83324bd8fb9657c77,How Will I Know,Merill George,Pop,0,4/4,1
23403,693aaec9ebabdbbe12e5ae6b7642c94256988222,Fix You,Coldplay,Rock,1,4/4,1
23404,7c308752d996b182601019074ec38c51e46ccac8,Ice Cream Man,Earl Ronnie,Medium Swing,100,4/4,1
23405,be012d96ba49421e7c3f3a6ea3bc1341c71b5276,Wait for the Moment,Vulfpeck,RnB,79,4/4,1
23406,6f031af350952cbc1eacd613fc260ea71ff69ca9,Lola,Davies Ray,Folk Rock,90,4/4,1
23407,35c729d1bfb0e5285ebcdbbd59735930d3bc08d7,Fly,Drake Nick,Folk Rock,110,4/4,1
23408,85c3e35e0e1b24edbd39a8faf2b9bc7e0393af5c,Green Light,Earl Ronnie,Medium Swing,160,4/4,1
23409,635f6324037e7a71df648743cdebfa292bf93c08,Fly Away,Kravitz Lenny,Rock,150,4/4,1
23410,4c72333202d2866a1ccdf1a42bcba70aa6db92b3,,,,,,0
23411,4afe0d65478da3c911538402d0ff6c4a820998d7,Lola,Davies Ray,Rock,140,2/2,1
23412,58e5e654be81573c311820279c07cc2d99840f9a,Fly Like An Eagle,Miller Steve,Rock,93,4/4,1
23413,7ec58bb7dd8c5b8a1a6a107802bd4683b7e9fe85,I Don't Need No Doctor - Ray Charles,Charles Ray,Rock,175,4/4,1
23414,0012ac1ea67423ab53ac9f48c5e9c681ef7a3862,Retrograde,Blake James,RnB,95,4/4,1
23415,8e131ba0bfd9f012ce8b1c9e9645a8ea779ad6ea,"Dream, The",Cooder Ry,Slow Swing,3,4/4,1
23416,17370e56ca0f59a69644c717eef2bd123a45df6e,,,,,,0
23417,10c63c07431a848f0783f160512e7be9c3f6a1e3,,,,,,0
23418,9d0e594c8070d5ebd9575a5145e8c786b67f0dfc,Allumer Le Feu,P. Obispo - Zazie - P. Jaconelli,Rock,140,4/4,1
23419,279a4ac3468c8fb6f57db6091239a19104de7ac6,"Dream, The",Cooder Ry,Slow Swing,60,4/4,1
23420,74e0fd0e8841df78a43cd2e230339f6f284418e3,Prendila Così,Battisti Lucio,Rock Pop,100,4/4,1
23421,a265d6cea4c583075ff558294d0dbc9f83cbc93b,Quelque chose de Tennessee,Berger M.,Medium Ballad,106,4/4,1
23422,078b3acc3eb962264bb1721f292f4eda6adfc2ba,"Dream, The",Cooder Ry,Slow Swing,3,4/4,1
23423,9f16fdb6673130d02cf62b6d06222000c493efec,For You Babies,Hucknal Mick,Medium Ballad,0,4/4,1
23424,eac72481caf87f2763176c6ec7488e2431409449,,,,,,0
23425,4a578da2cea8f973e2368f72d5691c42f339ef34,Fruit Tree,Drake Nick,Folk Rock,122,4/4,1
23426,716339562648d326651062296e29f7d8718f3890,Allumer Le Feu,P. Obispo - Zazie - P. Jaconelli,Rock,140,4/4,1
23427,c16534c4f0393c55e18a7836822cacc47c18d606,"Game Of Love, The","Santana (Alexander, Nowels)",Pop Rock,1,4/4,1
23428,1251388c440adf8791108dee6ab7574fbbdf2294,Prendila Così,Battisti Lucio,Rock Pop,100,4/4,1
23429,b8c632e643982cd13b0e9d4ffeeb9f758753c9ea,Ces Petits Riens,Gainsbourg Serge,Groovy Swing,160,4/4,1
23430,daea9690e789386b9cba3f58773095dc61bdac7c,Fortunate Son,Creedence Clearwater Revival,Country Rock,0,4/4,1
23431,502bf7a1ce5a7b8c5045ca1bb8bc8481f561201c,Get Here,Russell Brenda,Pop Ballad,60,4/4,1
23432,67138fcc9bf7f01844a91466e1cb93f10c8e712a,Ces petits riens,Serge GAINSBOURG (Arrgt Wilfer),Medium Swing,130,4/4,1
23433,c3b57f87c60676b8bcac67f65bd04a9535f56d32,,,,,,0
23434,6f263d80ec00f3769d257bdb98515b8fd9802381,A Million Years Ago,"Adele Adkins, Gary Kurstin",Bossa Nova,115,4/4,1
23435,4967b084b719590d874a64d7a4d71671e5aa4514,To lose my life,Lies White,Rock,132,4/4,1
23436,43872dc3b4ac03522757176411e5d44568f7d768,"Sun Ain't Gonna Shine Anymore-Walker Brothers, The",Crewe-Gaudio,Rock,0,4/4,1
23437,a7d4e2da38f03413cbafeeb8ab752d9b47cdb963,Girls Just Wanna Have Fun,Cyndi Lauper(Robert Hazard),Pop,115,4/4,1
23438,331580f2b45736d6ac8c9900f4f8846f99fc65f0,,,,,,0
23439,2181537bf6944afb0657eaab2962012a0836a6ff,Love's Holiday,Earth Wid and Fire,Rock Ballad,70,4/4,1
23440,6c3eebed421ec28261ff5aa1befeae0bfcb4f6f5,Give A Little Bit,Supertramp (Roger Hodgson),Pop,97,4/4,1
23441,18f3b6ba816f9e5df9c6da9f7f654b87977ef7f3,She's No Lady,Lovett Lyle,Medium Shuffle,90,4/4,1
23442,671a6490f061ba6be39210f3799f5601c725d10b,Boogie Wonderland,"Willis-Lind (Earth, Wind & Fire with the Emotions)",Disco,130,4/4,1
23443,4b8569666359a95efaa3592c73e6f47bfbbcb2ca,Give Me Forever I Do,James Ingram-John Tesh,Rock Waltz,102,3/4,1
23444,47bdc1b984ebac6061c3b2ce586f96986f564bf3,Crazy (Seal),Seal,Pop,0,4/4,1
23445,49af78823fe622f453d5a35dbee0f3961af754e5,Give Me Strength,Clapton Eric,Blues,75,4/4,1
23446,12c0f797241eb67053e7c64c2f4af1c5b0cac660,(Someone's Been) Telling You Stories,Fogelberg Dan,Slow Blues,80,4/4,1
23447,2f85c33a3ef739d73c7e47ea7dd6aeb945221416,Virtual Insanity,(Kay-Smith) Jamiroquai,Funk,92,4/4,1
23448,bff476ccb2cecbe01069855a4e2b5ca75eaef48c,,,,,,0
23449,5a3fe9ec3d4a55f0eda56e1ecac68b3326908814,Give Me The Night,George Benson (Rod Temperton),Funk Jazz,108,4/4,1
23450,6db453dcdf4501ce655e5a92d560fe313ddc67c0,,,,,,0
23451,6aa3a42c12914ffcfca9197b0c0acb0cfecc9749,Drops Of Jupiter,Train,Pop Ballad,0,4/4,1
23452,be67009768145767a146517652621f7e4357e9f7,In My Life-Linda,"The Beatles (Lennon, McCartney)",Rock Pop,99,4/4,1
23453,4227ad4d999301ff59de35f11f7262793fb0bb00,,,,,,0
23454,2f8f865541d258cdeff07a2068f7cf8248a1e65c,Varsovie,Brodka arr. Piestrzeniewicz,Folk Ballad,105,4/4,1
23455,24eb6aff045ff0ca0f6784dc0f445a872f546d52,Good Day Sunshine,"The Beatles (Lennon, McCartney)",Rock Pop,120,4/4,1
23456,0d31d8d2638b9da308447716e7268e73c7d01d88,Blue Sky,Betts Dicky,Pop,190,4/4,1
23457,ff1e03e1e46889fcdbe6eb6c7195127c4cd49ef6,,,,,,0
23458,c238a7382aa41ae578448fa1e54ad892bf0b28f6,Good Times,"Chic (Edwards, Rodgers)",Pop,110,4/4,1
23459,8260734e5fbd816b022b3fbb06682f556ecf63ce,Now That We Found Love - Third World Ver,"Myers, Gamble, Huff",Reggae,118,4/4,1
23460,825521d30f64743d99a83e77358966d4a3e2a794,,,,,,0
23461,d568ac4ff3b45822f8a3f845c05849404ba07fa7,,,,,,0
23462,cf28838cf3100d522480ff79a4a947dc8666eb84,,,,,,0
23463,0524829c0f689b88a03bc2da787bc55676803787,Theme for the New Millennium,Hohnholt G.,Rock Anthem,0,4/4,1
23464,25889ef952c83b6205ae6413805dcad2e2911060,Oops!... I Did It Again,Martin-Rami,Rock,115,4/4,1
23465,687a31bf508ac80e577d954c084134cb2aa5e47b,Oops!... I Did It Again [van der Toorn version],Martin-Rami,Rock,115,4/4,1
23466,accad09d578040e82f11acb669c8d6e77c56650c,,,,,,0
23467,2881c1de806be929fc47e04f2c48619a8d099c30,I Want You The Right Way,Gaye Marvin,Medium Swing,88,4/4,1
23468,f8a2db2c2b19de7ed37d8947340bd7ac6068e2a6,,,,,,0
23469,c7ccd0951204cdddb384169a12978d606787663c,Gravity,Mayer John,Blues,44,6/8,1
23470,5e21731e0a40f64c809762269c023e6dda070312,Faithfully (Journey),Cain Jonathan,Medium Rock Ballad,61,4/4,1
23471,41d8d53c35ca6f1d61032d17bdfcf8c124667481,,,,,,0
23472,269715451709e05189ec4a1e4a3e6705eb277ffd,,,,,,0
23473,c948371b59ec4f29adb45ebae338d3abe553e4a4,,,,,,0
23474,154b14ce6362b0bdedeedddaf96d01c107c511c6,"Greatest Love Of All, The","Whitney Houston(Masser, Creed)",Pop Ballad,67,4/4,1
23475,610d42a6d17a1bb9760b14040be45673e50b2ed2,Another Day (Buckshot LeFonque),"Bill Gable, Frank McComb & Branford Marsalis",Soul,1,4/4,1
23476,84b65122762cc1d9207652583ff49884a456248a,Green Is The Colour,Pink Floyd (Roger Waters),Rock,78,4/4,1
23477,2fc3f5f60335a636a790e50478f8ddff147a0957,La petite voleuse,Ruiz Olivia,Medium Swing,180,3/4,1
23478,9fbb392176a82ff699e0c5ed5bc53cc77154b83c,,,,,,0
23479,7ad541496f56209a6db89fb10a0cb697e50fb1df,Wind Beneath My Wings,Jeff Silbar and Larry Henley,Ballad,230,4/4,1
23480,4bca267423cf025604ae18b937c78ad9e6fba2c6,Hallelujah,Cohen Leonard,Rock Ballad,59,4/4,1
23481,0aa3d1b01172833b3cda1bcb381c22d6d66b7036,Lost Stars,Levine Adam,Pop Ballad,82,4/4,1
23482,f69371353c2403f97275b66958dbadd16ee1cfef,Light My Fire,Doors The,Pop,130,4/4,1
23483,931824609c8dd151abe36fa323d63d244e722765,Tomorrow Never Dies,Crow Sheryl,Slow Rock,0,4/4,1
23484,1000dc9b24cdd9df527cf866ee2efd75ef0bb584,Wind Beneath My Wings,Jeff Silbar and Larry Henley,Ballad,230,4/4,1
23485,d33945907619d228285c5ada8d61d49f51019cd5,Light My Fire,Doors The,Pop,130,4/4,1
23486,acb8ad5a118172092408dfa6bef7cb9c271c4b95,Lost Stars,cover by BOBO,Rock Pop,3,4/4,1
23487,2caa78e2cd105dba1b19b42d319f3fe68130802e,,,,,,0
23488,081bc96350666a58fcb56757b88863161bc242e7,Hard To Say I'm Sorry,(Cetera-Foster) Chicago,Rock Ballad,70,4/4,1
23489,819d9e9f5d8f9ebd63c3ce0b2b87546b710c6d8c,Help me,Mitchell Joni,Folkfunk,135,3/4,1
