key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
F	[151.85, 6.63, 75.68, 15.84, 44.46, 96.74, 25.1, 73.46, 3.98, 105.45, 45.0, 19.52]	0.0	169.0	167.63	1	85	84
