key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
c	[12.0, 0.0, 9.0, 8.0, 0.0, 4.0, 0.0, 34.0, 0.0, 0.0, 0.0, 8.0]	0.0	19.0	19.0	0	5	5
Bb	[4.0, 8.0, 9.0, 11.0, 2.0, 27.5, 10.0, 2.0, 0.0, 12.0, 38.0, 0.0]	19.0	48.0	29.0	5	12	7
Eb	[1.5, 0.0, 7.5, 23.5, 0.0, 4.5, 0.0, 11.0, 7.0, 0.0, 19.0, 0.0]	48.0	63.0	15.0	12	16	4
