id,title,artists,genre,tempo,time_signature,jams_path
ireal-pro_450,Fascinating Rhythm,Gershwin George,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_450.jams
ireal-pro_451,Fascination,Marchetti Fernando-Dante,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_451.jams
ireal-pro_452,Favela,Jobim Antonio-Carlos,Bossa Nova,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_452.jams
ireal-pro_453,Fee-Fi-Fo-Fum,Shorter Wayne,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_453.jams
ireal-pro_454,Feel Like Makin' Love,McDaniels Eugene,Rock Pop,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_454.jams
ireal-pro_455,Feels So Good,Mangione Chuck,Funk,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_455.jams
ireal-pro_456,Fever,Davenport-Cooley,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_456.jams
ireal-pro_457,Fine And Dandy,Swift Kay,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_457.jams
ireal-pro_458,Fine And Mellow,Holiday Billie,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_458.jams
ireal-pro_459,Firm Roots,Walton Cedar,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_459.jams
ireal-pro_460,Five Brothers,Mulligan Gerry,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_460.jams
ireal-pro_461,Flamenco Sketches,Davis-Evans,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_461.jams
ireal-pro_462,Flamingo,Grouya Ted,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_462.jams
ireal-pro_463,Flat Foot Floogee,Gaillard-Stuart-Green,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_463.jams
ireal-pro_464,Flintstones,Curtain Hoyt,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_464.jams
ireal-pro_465,Fly Me To The Moon,Howard Bart,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_465.jams
ireal-pro_466,Flying Home,Goodman-Hampton,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_466.jams
ireal-pro_467,"Folks Who Live On The Hill, The",Kern Jerome,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_467.jams
ireal-pro_468,Fools Rush In,Bloom Rube,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_468.jams
ireal-pro_469,Footprints,Shorter Wayne,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_469.jams
ireal-pro_470,For All We Know,Coots Fred,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_470.jams
ireal-pro_471,For Heaven's Sake,Edwards-Meyer-Bretton,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_471.jams
ireal-pro_472,For Jan,Wheeler Kenny,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_472.jams
ireal-pro_473,For Minors Only,Heath Jimmy,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_473.jams
ireal-pro_474,For Once In My Life,Murden Orlando,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_474.jams
ireal-pro_475,For Sentimental Reasons,Best William,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_475.jams
ireal-pro_476,"For You, For Me, For Evermore",Gershwin George,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_476.jams
ireal-pro_477,Forest Flower,Lloyd Charles,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_477.jams
ireal-pro_478,Forever Sonny,Heath Jimmy,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_478.jams
ireal-pro_479,Four,Davis Miles,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_479.jams
ireal-pro_480,Four Brothers,Giuffre Jimmy,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_480.jams
ireal-pro_481,Four In One,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_481.jams
ireal-pro_482,Four On Six,Montgomery Wes,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_482.jams
ireal-pro_483,Fran Dance,Davis Miles,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_483.jams
ireal-pro_484,Freckle Face,Nestico Sammy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_484.jams
ireal-pro_485,Freddie Freeloader,Davis Miles,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_485.jams
ireal-pro_486,Freight Train,Flanagan Tommy,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_486.jams
ireal-pro_487,Frenesi,Dominguez Alberto,Latin,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_487.jams
ireal-pro_488,Friday The 13th,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_488.jams
ireal-pro_489,"Frim Fram Sauce, The",Richardel Joe,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_489.jams
ireal-pro_490,From This Moment On,Porter Cole,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_490.jams
ireal-pro_491,Full House,Montgomery Wes,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_491.jams
ireal-pro_492,Funk In Deep Freeze,Mobley Hank,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_492.jams
ireal-pro_493,Funkallero,Evans Bill,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_493.jams
ireal-pro_494,Gallop's Gallop,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_494.jams
ireal-pro_495,Gary's Notebook,Morgan Lee,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_495.jams
ireal-pro_496,"Gee Baby, Ain't I Good To You",Redman Don,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_496.jams
ireal-pro_497,"Gentle Rain, The",Bonfa Luiz,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_497.jams
ireal-pro_498,Gentle Wind And Falling Tear,Burton Gary,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_498.jams
ireal-pro_499,Georgia On My Mind,Carmichael Hoagy,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_499.jams
ireal-pro_500,Get Happy,Arlen Harold,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_500.jams
ireal-pro_501,Get Me To The Church On Time,Lerner Alan,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_501.jams
ireal-pro_502,Get Out Of Town,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_502.jams
ireal-pro_503,Giant Steps,Coltrane John,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_503.jams
ireal-pro_504,"Girl From Ipanema, The",Jobim Antonio-Carlos,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_504.jams
ireal-pro_505,Girl Talk,Hefti Neal,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_505.jams
ireal-pro_506,Give Me The Simple Life,Bloom Rube,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_506.jams
ireal-pro_507,Glad To Be Unhappy,Rodgers-Hart,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_507.jams
ireal-pro_508,Gloria's Step,LaFaro Scott,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_508.jams
ireal-pro_509,"Glory Of Love, The",Hill Billy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_509.jams
ireal-pro_510,God Bless The Child,Herzog-Holiday,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_510.jams
ireal-pro_511,Godchild,Wallington George,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_511.jams
ireal-pro_512,Golden Earring,Livingston Jay,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_512.jams
ireal-pro_513,Gone With The Wind,Wrubel Allie,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_513.jams
ireal-pro_514,Good Bait,Dameron Tadd,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_514.jams
ireal-pro_515,"Good Life, The",Distel Sacha,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_515.jams
ireal-pro_516,Good Morning Heartache,Drake-Fisher-Higginbotham,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_516.jams
ireal-pro_517,Goodbye,Jenkins Gordon,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_517.jams
ireal-pro_518,Goodbye Pork Pie Hat,Mingus Charles,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_518.jams
ireal-pro_519,Got A Match?,Corea Chick,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_519.jams
ireal-pro_520,Grand Central,Coltrane John,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_520.jams
ireal-pro_521,"Gravy Waltz, The",Brown Ray,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_521.jams
ireal-pro_522,Green Chimneys,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_522.jams
ireal-pro_523,Gregory Is Here,Silver Horace,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_523.jams
ireal-pro_524,Groovin' High,Gillespie Dizzy,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_524.jams
ireal-pro_525,H & H,Metheny Pat,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_525.jams
ireal-pro_526,Hackensack,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_526.jams
ireal-pro_527,Half Nelson,Davis Miles,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_527.jams
ireal-pro_528,Hallelujah I Love Her So,Charles Ray,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_528.jams
ireal-pro_529,Hallucinations,Powell Bud,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_529.jams
ireal-pro_530,Happiness Is A Thing Called Joe,Arlen Harold,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_530.jams
ireal-pro_531,Happy Little Sunbeam,Freeman Russ,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_531.jams
ireal-pro_532,Happy Talk,II Rodgers-Hammerstein,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_532.jams
ireal-pro_533,Harlem Nocturne,Hagen-Rogers,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_533.jams
ireal-pro_534,Harlequin,Shorter Wayne,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_534.jams
ireal-pro_535,Haunted Heart,Schwartz Arthur,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_535.jams
ireal-pro_536,Have You Met Miss Jones?,Rodgers Richard,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_536.jams
ireal-pro_537,He's A Tramp,Lee-Burke,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_537.jams
ireal-pro_538,Heart And Soul,Carmichael Hoagy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_538.jams
ireal-pro_539,Heat Wave,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_539.jams
ireal-pro_540,Heaven,Ellington Duke,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_540.jams
ireal-pro_541,Hello,Jackson Milt,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_541.jams
ireal-pro_542,Hello Dolly,Herman Jerry,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_542.jams
ireal-pro_543,Hello Young Lovers,Rogers Richard,Medium Up Swing,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_543.jams
ireal-pro_544,Here's That Rainy Day,Van-Heusen Jimmy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_544.jams
ireal-pro_545,Here's That Sunny Day,Kessel Barney,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_545.jams
ireal-pro_546,Here's To Life,Butler Artie,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_546.jams
ireal-pro_547,Here's To My Lady,Bloom-Mercer,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_547.jams
ireal-pro_548,Hey There,Alder-Ross,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_548.jams
ireal-pro_549,Heyoke,Wheeler Kenny,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_549.jams
ireal-pro_550,Hideaway,Sanborn David,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_550.jams
ireal-pro_551,High Fly,Weston Randy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_551.jams
ireal-pro_552,High Hopes,Van-Heusen Jimmy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_552.jams
ireal-pro_553,Hocus-Pocus,Morgan Lee,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_553.jams
ireal-pro_554,Home At Last,Mobley Hank,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_554.jams
ireal-pro_555,Home Cookin',Silver Horace,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_555.jams
ireal-pro_556,Homecoming,Holland Dave,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_556.jams
ireal-pro_557,Honeysuckle Rose,Waller Fats,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_557.jams
ireal-pro_558,Horace-Scope,Silver Horace,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_558.jams
ireal-pro_559,Hot House,Dameron Tadd,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_559.jams
ireal-pro_560,House Of Jade,Shorter Wayne,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_560.jams
ireal-pro_561,How About You,Lane Burton,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_561.jams
ireal-pro_562,How Are Things In Glocca Morra,Lane Burton,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_562.jams
ireal-pro_563,How Deep Is The Ocean,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_563.jams
ireal-pro_564,How High The Moon,Lewis Morgan,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_564.jams
ireal-pro_565,How Insensitive,Jobim Antonio-Carlos,Bossa Nova,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_565.jams
ireal-pro_566,How Little We Know,Carmichael Hoagy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_566.jams
ireal-pro_567,How Long Has This Been Going On?,Gershwin George,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_567.jams
ireal-pro_568,How My Heart Sings,Zindars Earl,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_568.jams
ireal-pro_569,Humpty Dumpty,Corea Chick,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_569.jams
ireal-pro_570,Hungaria,Reinhardt Django,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_570.jams
ireal-pro_571,I Ain't Got Nobody,Graham-Williams,Slow Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_571.jams
ireal-pro_572,I Believe In You,Loesser Frank,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_572.jams
ireal-pro_573,I Can't Believe That You're In Love With Me,McHugh Jimmy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_573.jams
ireal-pro_574,I Can't Get Started,Duke Vernon,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_574.jams
ireal-pro_575,I Can't Give You Anything But Love,McHugh Jimmy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_575.jams
ireal-pro_576,I Concentrate On You,Porter Cole,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_576.jams
ireal-pro_577,I Could Have Danced All Night,Loewe Frederick,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_577.jams
ireal-pro_578,I Could Write A Book,Rodgers Richard,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_578.jams
ireal-pro_579,I Cover The Waterfront,Green Johnny,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_579.jams
ireal-pro_580,I Cried For You,Freed-Arnheim-Lyman,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_580.jams
ireal-pro_581,I Didn't Know About You,Ellington Duke,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_581.jams
ireal-pro_582,I Didn't Know What Time It Was,Rodgers Richard,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_582.jams
ireal-pro_583,I Don't Know Enough About You,Lee Peggy,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_583.jams
ireal-pro_584,I Don't Want To Miss Mississippi,Ellis Serger,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_584.jams
ireal-pro_585,I Fall In Love Too Easily,Styne Jule,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_585.jams
ireal-pro_586,I Feel Pretty,Bernstein-Sondheim,Waltz,0,"(3, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_586.jams
ireal-pro_587,I Found A New Baby,Palmer-Williams,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_587.jams
ireal-pro_588,I Get A Kick Out Of You,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_588.jams
ireal-pro_589,I Get Along Without You,Carmichael Hoagy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_589.jams
ireal-pro_590,I Got It Bad,Ellington Duke,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_590.jams
ireal-pro_591,I Got Rhythm,Gershwin George,Up Tempo Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_591.jams
ireal-pro_592,I Got The Sun In The Morning,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_592.jams
ireal-pro_593,I Gotta Right To Sing The Blues,Arlen Harold,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_593.jams
ireal-pro_594,I Guess I'll Hang My Tears Out To Dry,Styne Jule,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_594.jams
ireal-pro_595,I Guess I'll Have To Change My Plan,Schwartz Arthur,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_595.jams
ireal-pro_596,I Hadn't Anyone Till You,Noble Ray,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_596.jams
ireal-pro_597,I Have Dreamed,Rodgers-Hammerstein,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_597.jams
ireal-pro_598,I Hear A Rhapsody,Fragos-Baker-Gasparre,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_598.jams
ireal-pro_599,I Hear Music,Lane Burton,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_599.jams
ireal-pro_600,I Left My Heart In San Francisco,Cory George,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_600.jams
ireal-pro_601,I Let A Song Go Out Of My Heart,Ellington Duke,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_601.jams
ireal-pro_602,I Like The Likes Of You,Duke Vernon,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_602.jams
ireal-pro_603,I Love Being Here With You,"Bill Schluger, Peggy Lee",Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_603.jams
ireal-pro_604,I Love Paris,Porter Cole,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_604.jams
ireal-pro_605,I Love You,Porter Cole,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_605.jams
ireal-pro_606,I Loves You Porgy,Gershwin George,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_606.jams
ireal-pro_607,I May Be Wrong,Sullivan Henry,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_607.jams
ireal-pro_608,I Mean You,Monk Thelonious,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_608.jams
ireal-pro_609,I Only Have Eyes For You,Warren Harry,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_609.jams
ireal-pro_610,I Remember Clifford,Golson Benny,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_610.jams
ireal-pro_611,I Remember You,Schertzinger Victor,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_611.jams
ireal-pro_612,I See Your Face Before Me,Schwartz Arthur,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_612.jams
ireal-pro_613,I Should Care,Cahn-Stordahl-Weston,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_613.jams
ireal-pro_614,I Surrender Dear,Barris Harry,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_614.jams
ireal-pro_615,I Think Of You,Elliot-Marcotte,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_615.jams
ireal-pro_616,I Thought About You,Van-Heusen Jimmy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_616.jams
ireal-pro_617,I Used To Be Color Blind,Berlin Irving,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_617.jams
ireal-pro_618,I Want To Be Happy,Youmans Vincent,Medium Up Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_618.jams
ireal-pro_619,I Want To Talk About You,Eckstine Billy,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_619.jams
ireal-pro_620,I Was Doing All Right,Gershwin George,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_620.jams
ireal-pro_621,I Will Wait For You,Legrand Michel,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_621.jams
ireal-pro_622,I Wish I Knew,Warren Harry,Ballad,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_622.jams
ireal-pro_623,I Wish I Knew How It Would Feel To Be Free,Taylor Billy,Even 8ths,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_623.jams
ireal-pro_624,I Wish I Were In Love Again,Rodgers Richard,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_624.jams
ireal-pro_625,I Wish You Love,Trenet Charles,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_625.jams
ireal-pro_626,I Won't Dance,Kern Jerome,Medium Swing,0,"(4, 4)",../../partitions/ireal-pro/choco/playlists/jams/ireal-pro_626.jams
