key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
Eb	[6.5, 0.0, 9.0, 24.5, 0.0, 3.0, 0.0, 8.0, 4.5, 0.5, 28.0, 2.0]	0.0	25.5	25.5	1	7	6
Bb	[0.5, 0.0, 1.5, 1.0, 0.0, 9.0, 0.0, 0.5, 0.0, 1.0, 7.5, 0.0]	25.5	33.5	8.0	8	9	1
Eb	[9.0, 4.0, 3.5, 14.0, 1.0, 11.5, 0.0, 11.25, 11.0, 0.0, 19.0, 0.0]	33.5	63.5	30.0	10	17	7
