0.0	0	2.67	0.25	0.5	['B-4']	eb	V
0.5	1	1	1.0	1.0	['B-4']	eb	V
1.5	1	1.67	0.25	0.5	['B-4']		
2.0	1	2	0.5	1.0	['B-4']		
3.0	1	2.67	0.25	0.5	['B-4']		
3.5	2	1	1.0	1.5	['C-5']	eb	V
5.0	2	2	0.5	1.5	['B-4']		
6.5	3	1	1.0	1.0	['B-4']	eb	V
7.5	3	1.67	0.25	0.5	['E-2', 'B-2', 'E-3', 'G-3', 'B-3']	eb	i
8.0	3	2	0.5	0.5	['B-1', 'B-2', 'F3', 'A-3', 'B-3']	eb	V7[no5]
8.5	3	2.33	0.25	0.25	['B-1', 'B-2', 'F3', 'A-3', 'B-3']		
8.75	3	2.5	0.125	0.25	['B-1', 'B-2', 'E-3', 'G-3', 'B-3']	eb	i64
9.0	3	2.67	0.25	0.5	['B-1', 'B-2', 'D3', 'F3', 'B-3']	eb	V
9.5	4	1	1.0	0.5	['E-2', 'B-2', 'E-3', 'G-3', 'B-3']	eb	i
10.0	4	1.33	0.25	2.0	['E-2', 'B-2', 'E-3', 'G-3', 'B-3']		
12.0	4	2.67	0.25	0.5	['G-4']	Cb	V43[no3]
12.5	5	1	1.0	0.75	['G-4']	Cb	V43[no3]
13.25	5	1.5	0.125	0.25	['G-4']		
13.5	5	1.67	0.25	0.5	['G-4']		
14.0	5	2	0.5	0.5	['F-4']		
14.5	5	2.33	0.25	0.5	['E-4']		
15.0	5	2.67	0.25	0.5	['D-4']		
15.5	6	1	1.0	0.5	['E-4']	Cb	I6
16.0	6	1.33	0.25	0.5	['E-4']		
16.5	6	1.67	0.25	0.5	['C-2', 'G-2', 'E-3', 'G-3', 'E-4']	Cb	I
17.0	6	2	0.5	0.5	['D-2', 'G-2', 'F-3', 'G-3']	Cb	V43
17.5	6	2.33	0.25	0.25	['D-2', 'G-2', 'F-3', 'G-3']		
17.75	6	2.5	0.125	0.25	['C-2', 'G-2', 'E-3', 'G-3']	Cb	I
18.0	6	2.67	0.25	0.5	['B-1', 'G-2', 'D-3', 'G-3']	Cb	V6
18.5	7	1	1.0	0.5	['C-2', 'G-2', 'E-3', 'G-3']	Cb	I
19.0	7	1.33	0.25	0.5	['C-2', 'G-2', 'E-3', 'G-3']		
19.5	7	1.67	0.25	0.5	['G-4']		
20.0	7	2	0.5	1.0	['G-4']		
21.0	7	2.67	0.25	0.5	['G-4']		
21.5	8	1	1.0	1.0	['G4']	Cb	III+/vi
22.5	8	1.67	0.25	0.5	['G4']		
23.0	8	2	0.5	0.5	['C-2', 'G2', 'E-3', 'G3']		
23.5	8	2.33	0.25	0.5	['G4']		
24.0	8	2.67	0.25	0.5	['G4']		
24.5	9	1	1.0	1.0	['B-4']	Cb	III+/vi
25.5	9	1.67	0.25	0.5	['A-4']		
26.0	9	2	0.5	0.5	['C-2', 'A-2', 'E-3', 'A-3']	Cb	vi6
26.5	9	2.33	0.25	1.0	['C-2', 'A-2', 'E-3', 'A-3']		
27.5	10	1	1.0	0.75	['A-4']	Cb	vi6
28.25	10	1.5	0.125	0.25	['E-4']		
28.5	10	1.67	0.25	0.25	['E-4']		
28.75	10	1.83	0.125	0.25	['E-4']		
29.0	10	2	0.5	0.75	['E-4']		
29.75	10	2.5	0.125	0.25	['E-4']		
30.0	10	2.67	0.25	0.5	['D4']		
30.5	11	1	1.0	0.5	['F4']	eb	viio
31.0	11	1.33	0.25	0.5	['F4']		
31.5	11	1.67	0.25	0.5	['C-2', 'C-3', 'E-3']	eb	VI
32.0	11	2	0.5	0.5	['B-1', 'B-2', 'D3', 'F3']	eb	V
32.5	11	2.33	0.25	0.5	['B-1', 'B-2', 'D3', 'F3']		
33.0	11	2.67	0.25	0.5	['B-4']		
33.5	12	1	1.0	1.0	['B-4']	eb	V
34.5	12	1.67	0.25	0.5	['B-4']		
35.0	12	2	0.5	1.0	['B-4']		
36.0	12	2.67	0.25	0.5	['B-4']		
36.5	13	1	1.0	1.5	['C-5']	eb	V
38.0	13	2	0.5	1.5	['B-4']		
39.5	14	1	1.0	1.0	['B-4']	eb	V
40.5	14	1.67	0.25	0.5	['E-2', 'B-2', 'E-3', 'G-3', 'B-3']	eb	i
41.0	14	2	0.5	0.5	['B-1', 'B-2', 'F3', 'A-3', 'B-3']	eb	V7[no5]
41.5	14	2.33	0.25	0.25	['B-1', 'B-2', 'F3', 'A-3', 'B-3']		
41.75	14	2.5	0.125	0.25	['B-1', 'B-2', 'E-3', 'G-3', 'B-3']	eb	i64
42.0	14	2.67	0.25	0.5	['B-1', 'B-2', 'D3', 'F3', 'B-3']	eb	V
42.5	15	1	1.0	0.5	['E-2', 'B-2', 'E-3', 'G-3', 'B-3']	eb	i
43.0	15	1.33	0.25	2.0	['E-2', 'B-2', 'E-3', 'G-3', 'B-3']		
45.0	15	2.67	0.25	0.5	['G-4']	Cb	V43[no3]
