key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
eb	[0.0, 0.0, 0.5, 6.25, 0.0, 1.25, 3.25, 0.0, 0.75, 0.0, 16.5, 1.5]	0.0	12.0	12.0	0	4	4
Cb	[0.0, 1.75, 0.5, 7.5, 1.25, 0.0, 10.0, 3.5, 4.25, 0.0, 1.5, 3.75]	12.0	30.5	18.5	4	10	6
eb	[0.0, 0.0, 1.5, 6.75, 0.0, 3.25, 3.25, 0.0, 0.75, 0.0, 18.5, 2.5]	30.5	45.0	14.5	11	15	4
Cb	[0.0, 1.75, 0.5, 7.25, 1.25, 0.0, 10.5, 3.5, 4.0, 0.0, 1.5, 3.75]	45.0	63.5	18.5	15	21	6
eb	[0.0, 0.0, 1.0, 25.5, 0.0, 2.0, 11.0, 0.0, 9.0, 0.0, 30.5, 5.5]	63.5	80.0	16.5	22	27	5
Db	[3.5, 31.5, 3.0, 4.5, 6.0, 4.0, 6.0, 1.5, 6.0, 1.5, 3.5, 1.5]	80.0	92.0	12.0	27	31	4
ab	[0.0, 8.0, 0.0, 22.0, 4.5, 0.0, 0.0, 4.0, 7.0, 0.0, 0.0, 14.0]	92.0	103.5	11.5	31	35	4
eb	[0.0, 0.0, 1.0, 17.75, 0.0, 1.75, 9.25, 0.0, 0.75, 0.0, 24.5, 0.0]	103.5	112.0	8.5	35	38	3
