key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
Eb	[8.5, 0.0, 11.0, 17.0, 0.0, 6.25, 0.0, 14.25, 10.0, 0.0, 29.75, 0.0]	0.0	22.5	22.5	1	15	14
g	[11.5, 0.0, 21.0, 10.75, 0.0, 0.25, 8.5, 13.75, 4.25, 6.5, 8.5, 0.0]	22.5	43.0	20.5	16	29	13
Eb	[8.5, 0.0, 8.0, 15.0, 0.0, 5.75, 1.5, 12.25, 8.5, 2.0, 22.25, 0.0]	43.0	61.5	18.5	29	41	12
G	[10.25, 0.0, 17.5, 11.0, 0.0, 0.25, 6.5, 26.25, 4.5, 5.0, 2.0, 5.5]	61.5	79.5	18.0	42	53	11
g	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]	79.5	80.5	1.0	54	54	0
Eb	[8.0, 0.0, 9.0, 21.0, 0.0, 2.75, 0.0, 13.25, 8.0, 0.0, 27.75, 0.0]	80.5	99.0	18.5	54	67	13
