key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
A	[0.0, 11.5, 7.0, 0.0, 10.5, 0.0, 3.0, 0.0, 4.0, 16.0, 0.0, 3.0]	0.0	16.0	16.0	1	9	8
E	[0.0, 2.5, 0.0, 0.5, 4.5, 0.0, 0.5, 0.5, 3.0, 0.0, 2.0, 3.0]	16.0	20.5	4.5	9	11	2
f#	[0.0, 1.0, 1.25, 0.0, 0.0, 1.0, 1.75, 0.0, 2.25, 0.0, 0.0, 1.75]	20.5	24.0	3.5	12	13	1
A	[0.0, 6.74, 4.5, 0.0, 9.24, 0.5, 0.5, 2.49, 2.5, 13.48, 0.0, 2.83]	24.0	33.5	9.49	13	18	5
