key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
f	[63.0, 5.0, 6.0, 14.5, 15.0, 50.5, 0.0, 32.0, 27.0, 0.0, 10.5, 0.0]	0.0	54.0	54.0	1	18	17
Ab	[24.75, 17.0, 11.0, 52.5, 18.5, 21.33, 2.0, 23.84, 36.5, 0.0, 30.75, 2.0]	54.0	102.0	48.0	19	34	15
f	[14.0, 8.5, 5.5, 1.5, 2.0, 7.5, 2.5, 8.0, 4.5, 5.5, 6.0, 5.5]	102.0	117.0	15.0	35	39	4
Ab	[6.5, 4.0, 0.0, 5.5, 1.0, 0.0, 0.0, 2.0, 7.0, 0.0, 11.0, 0.0]	117.0	123.0	6.0	40	41	1
f	[26.0, 4.5, 2.0, 2.5, 11.5, 23.0, 0.0, 19.0, 12.0, 0.0, 7.5, 0.0]	123.0	147.0	24.0	42	49	7
Ab	[2.0, 0.0, 0.0, 25.5, 0.0, 1.5, 0.0, 16.5, 7.5, 0.0, 19.5, 0.0]	147.0	159.0	12.0	50	53	3
f	[41.0, 13.0, 0.0, 7.0, 15.0, 25.5, 3.0, 16.0, 12.0, 5.0, 15.0, 0.0]	159.0	189.0	30.0	54	64	10
